X,Y,NUTS1,NUTS1NAME,NUTS2,NUTS2NAME,NUTS3,NUTS3NAME,COUNTY,COUNTYNAME,CSOED,OSIED,EDNAME,LAND_AREA,TOTAL_AREA
257757.392410183,233898.313749062,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12036","187007",Ballymacwilliam,20.1696640000,20.1696640000
260005.734221475,218610.967620526,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12037","187014",Bracknagh,48.8301720000,48.8301720000
200189.857542125,225067.556212859,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12031","187077",Shannonbridge,23.3730900000,23.8592220000
257176.038786798,237806.132406604,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12039","187022",Clonmore,17.1038420000,17.1038420000
248133.95986331,233934.437765752,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12040","187024",Croghan,33.3200500000,33.3200500000
263480.979822806,228955.567960426,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12041","187035",Edenderry Rural,36.1301800000,36.1301800000
253528.555117316,234074.140922414,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12035","187004",Ballyburly,24.3191610000,24.3393900000
253786.358523435,226443.809819871,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,12043/12034,187038/187002,Esker/Ballaghassaan,42.2342410000,42.2393370000
251829.530764783,238190.254171553,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12044","187058",Knockdrin,25.3745890000,25.3782400000
292587.610726296,254334.279772792,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11012","167050",Killeen,29.2055780000,29.2093820000
288994.169392297,255091.983535325,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11013","167053",Kilmessan,25.5424300000,25.5451260000
260264.537105583,223912.165461907,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12038","187020",Clonbulloge,44.7573500000,44.7774850000
263535.695819917,232619.267097011,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12042","187036",Edenderry Urban,7.9285380000,7.9285380000
213945.062135532,196649.295270293,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12046","187001",Aghancon,24.7336860000,24.7336860000
258370.430015747,230204.640700643,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12045","187063",Monasteroris,28.2548480000,28.2550060000
204107.896208258,196672.901659627,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12047","187003",Ballincor,10.7261940000,10.7261940000
203039.596621182,187865.340038156,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12048","187010",Barna,14.8156600000,14.8156600000
202221.246501299,192826.096628885,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12049","187016",Cangort,13.6787510000,13.6860920000
201091.640583065,181521.411820894,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12050","187025",Cullenwaine,24.0870100000,24.0870100000
217168.298377587,193069.158028991,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12053","187043",Gorteen,24.7978370000,24.7978370000
206880.554601577,189400.35640707,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12054","187066",Mountheaton,24.4772200000,24.4782030000
217842.676324414,198039.322197308,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12055","187074",Roscomroe,18.4216850000,18.4256950000
289815.060517324,246135.280453134,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11014","167054",Kilmore,37.6841950000,37.6841950000
302213.025829948,261492.712337349,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11015","167074",Rathfeigh,28.4379450000,28.4379450000
206489.488878436,184620.317454443,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12051","187033",Dunkerrin,22.2970150000,22.2970150000
210912.048391684,194920.675783095,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12052","187039",Ettagh,24.2351200000,24.2557930000
207038.587960211,192987.81891989,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12056","187079",Shinrone,21.3290890000,21.3675250000
200163.598918858,185352.227276509,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12057","187082",Templeharry,19.9266550000,19.9266550000
219906.170596571,200888.119643536,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12058","187085",Tulla,23.6955290000,23.6955290000
240147.886833806,228537.51672098,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12059","187005",Ballycommon,26.8493090000,26.8493090000
301317.347703436,306420.814852314,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10023","147008",Castletown,21.2178150000,21.2648090000
295653.305698994,311286.829192451,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10024","147012",Creggan Upper,19.0018420000,19.0046300000
302578.668328761,250601.273913229,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11016","167078",Ratoath,37.8927920000,37.8947100000
291347.027726952,241168.67905577,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11017","167079",Rodanstown,29.6473790000,29.6586500000
284474.21666323,281393.420334094,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11052","167018",Castletown,34.5732940000,34.5985850000
284606.985241265,274586.375517641,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11053","167026",Donaghpatrick,41.6599040000,42.5358860000
284640.850699528,258993.333635938,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11083","167044",Kilcooly,16.5085580000,16.5476450000
272966.03502218,257237.969347432,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11084","167045",Kildalky,26.1866010000,26.1866010000
268296.305013207,253895.372418133,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11085","167046",Killaconnigan,26.3011280000,26.3011280000
299690.937831844,299157.232908392,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10025","147013",Darver,21.3015500000,21.3051920000
312910.719157355,315825.402561548,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10026","147018",Drummullagh,24.0737250000,24.3107790000
305405.773613357,307341.417490033,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10027","147019",Dundalk Rural,22.1195720000,22.1618560000
296773.885815325,258542.735952895,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11018","167080",Skreen,38.2692600000,38.2700970000
282765.596337135,294074.571330853,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11019","167001",Ardagh,22.7746860000,22.9103930000
264137.797507522,277483.366024582,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11020","167007",Ballinlough,10.6152590000,10.6545270000
297673.384497424,264919.312243483,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11054","167041",Kentstown,30.6701440000,30.6701440000
288124.014580622,267960.566765544,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11055","167065",Navan Rural,58.5633520000,59.0718560000
296648.838874023,270856.323802182,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11056","167071",Painestown,32.7021550000,32.9442400000
288777.172697054,277863.636573142,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11057","167075",Rathkenny,22.2670810000,22.2743370000
267568.852643823,249832.941208323,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11086","167051",Killyon,29.9046750000,29.9046750000
282287.307069272,252535.864756813,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11087","167057",Laracor,21.5343090000,21.5393340000
279875.108220103,245193.604934581,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11088","167073",Rahinstown,17.7726830000,17.7781190000
301149.381935096,312198.927863766,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10028","147023",Faughart,18.4863310000,18.4893250000
321884.991045715,307501.532897136,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10029","147024",Greenore,14.9767910000,14.9900510000
275016.526838697,271500.77260325,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11021","167010",Balrathboyne,15.5523800000,15.5607080000
268431.284103101,275469.380279212,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11022","167012",Boherboy,10.9208190000,10.9321460000
270706.349191309,272876.473806473,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11023","167013",Burry,14.9218510000,14.9334740000
279373.921141779,292422.976481764,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11024","167014",Carrickleck,17.9605490000,18.0604000000
295470.055815871,275696.920466835,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11058","167081",Slane,23.6712480000,23.7810470000
291572.578106602,274992.712752517,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11059","167083",Stackallan,21.2173300000,21.2646370000
277314.903785113,248681.109836516,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11089","167077",Rathmolyon,39.4263820000,39.4332970000
275828.055598721,266047.482891993,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11090","167076",Rathmore,27.9489150000,27.9489150000
284296.079063148,248983.896722959,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11091","167087",Summerhill,17.6803230000,17.6803230000
304137.713704761,302989.123418907,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10030","147025",Haggardstown,21.2969110000,21.3027230000
313455.250279695,309318.968845808,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10031","147026",Jenkinstown,22.3312650000,22.3698840000
266960.597493014,278345.290856832,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11025","167016",Castlekeeran,16.1421970000,16.1421970000
274202.579872155,275766.556534489,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11026","167039",Ceanannas Mór (Kells) Rural,20.1151490000,20.2076640000
279380.344835519,285011.69044792,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11027","167023",Cruicetown,20.6450850000,20.7476260000
291226.358061666,261182.990681646,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11060","167088",Tara,30.3654420000,30.4393880000
262563.495157105,274139.04122753,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11061","167021",Crossakeel,20.1301650000,20.1678900000
279072.605529998,256717.128713818,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11092","167090",Trim Rural,35.3937290000,35.3937290000
206316.815147587,204995.069388094,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12001","187013",Birr Urban,6.3527890000,6.4058580000
233872.789785354,224969.511957571,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12002","187087",Tullamore Urban,7.8439490000,7.8439490000
290722.508296795,301550.328589817,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10032","147027",Killanny,20.7261730000,20.7671020000
296017.767840583,301578.794066638,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10033","147028",Louth,22.1601940000,22.1601940000
271004.134437125,269112.778408393,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11028","167033",Girley,20.4501600000,20.4805850000
276983.98760274,289207.191015738,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11029","167052",Kilmainham,24.9938760000,25.0683110000
266778.38987688,272121.257588749,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11030","167055",Kilskeer,15.6565720000,15.6636840000
256904.111782574,271993.965242028,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11062","167022",Crosskeys,15.7037740000,16.1818880000
262180.022126188,269964.069780122,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11063","167047",Killallon,25.2713930000,25.3539060000
218412.536171406,230907.470006579,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12003","187006",Ballycumber,22.4972480000,22.4972480000
202750.206925242,214788.811286987,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12004","187009",Banagher,19.5261540000,19.8519900000
207741.229522456,204740.094709418,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12005","187012",Birr Rural,19.8190640000,19.8563080000
299627.575967342,296428.479108034,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10034","147029",Mansfieldstown,16.5072130000,16.5072130000
316896.058397155,308697.262748189,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10035","147032",Rathcor,25.7361920000,25.7870820000
269181.938602633,279756.710575352,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11031","167058",Loughan,16.1651540000,16.1651540000
273736.697640168,279472.348122745,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11032","167059",Maperath,13.7046770000,13.7408160000
278790.910111193,270309.369675084,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11033","167060",Martry,16.7416410000,16.7445220000
249134.233233742,279893.025438897,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11064","167049",Killeagh,27.0502330000,31.7084100000
259482.93499277,275690.728860862,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11065","167056",Knocklough,16.6817160000,16.6958920000
215268.385473499,216106.604009277,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12006","187015",Broughal,18.1064720000,18.1064720000
208837.069865124,218901.125630256,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12007","187019",Cloghan,28.0618470000,28.0803380000
202162.796827262,229138.291800824,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12008","187021",Clonmacnoise,29.4136000000,30.2908520000
309249.388603111,314788.448197447,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10036","147033",Ravensdale,25.6064560000,25.6064560000
312497.470813028,284778.339011223,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10037","147009",Clogher,25.4346320000,25.4348480000
273981.851028848,290005.419825736,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11034","167062",Moybolgue,11.1130360000,11.2093430000
272673.219413128,282930.16438272,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11035","167064",Moynalty,21.9733930000,21.9903410000
272206.859093682,287133.634090332,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11036","167067",Newcastle,17.7528880000,17.7528880000
254501.916256357,275102.143922178,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11066","167063",Moylagh,23.4000550000,23.7066660000
255058.178593649,280341.387127315,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11067","167070",Oldcastle,32.7096980000,32.7103080000
220775.77790785,211807.989388382,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12009","187027",Derrinboy,20.9841810000,20.9852300000
210490.585121996,213595.923151199,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12010","187028",Derryad,29.6788250000,29.7123000000
212454.207592139,230954.538601005,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12011","187030",Doon,31.2503870000,31.2503870000
311415.220276378,288429.286885582,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10038","147022",Dysart,24.2385020000,24.2385020000
303336.094447604,279071.00540526,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10039","147030",Monasterboice,23.5917210000,23.6158380000
276783.622594964,282037.249112432,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11037","167068",Newtown,13.6946380000,13.6946380000
282305.310354721,286946.745901059,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11038","167069",Nobber,22.1052330000,22.2343310000
259862.371115876,279393.166785287,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11068","167086",Stonefield,16.4467420000,16.4467420000
262562.561732217,244522.505955093,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11069","167005",Ardnamullan,24.0670180000,24.0670180000
210721.799972493,201710.114457942,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12012","187031",Dromoyle,22.1998660000,22.1998660000
215556.103662655,209775.307134055,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12013","187032",Drumcullen,25.6118740000,25.6118740000
207482.014903791,209532.435462644,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12014","187037",Eglish,19.5541500000,19.5541500000
306200.154251969,283435.508026474,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10040","147031",Mullary,24.2257360000,24.2345680000
308372.546748605,278070.496397033,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10041","147035",St. Peter's,37.4969770000,38.9472660000
284712.907646718,288215.639644034,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11039","167072",Posseckstown,13.5095100000,13.5310290000
279405.144656273,279803.916158129,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11040","167084",Staholmog,17.0047910000,17.0047910000
279009.02369659,275210.320559383,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11041","167089",Teltown,25.1866820000,25.2017590000
312219.606310558,263849.628043872,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11048","167085",Stamullin,37.6787430000,37.6811010000
272594.685584084,263544.798650662,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11070","167006",Athboy,19.9838430000,19.9944790000
260006.87299854,241706.287669926,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11071","167008",Ballyboggan,28.1744730000,28.1760700000
274904.026954216,252566.970197934,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11072","167009",Ballyconnell,25.3190230000,25.3190230000
213809.31356633,224821.583805506,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12015","187040",Ferbane,23.8976410000,23.9802070000
212527.998113681,220792.523927372,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12016","187041",Gallen,29.4312360000,29.5256970000
206233.017773656,232340.461098348,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12017","187046",Hinds,18.8958190000,19.2108320000
203178.783657806,222259.810153759,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"12",Offaly County,"12018","187047",Huntston,20.0859550000,20.4308980000
312818.74712566,280843.784194202,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10042","147038",Termonfeckin,28.7478820000,29.0158110000
308833.096963777,274491.003511269,IE0,Ireland,IE01,"Border,Midland and Western",IE011,Border,"10",Louth County,"10047","147043",St. Mary's,2.7798990000,2.8942750000
274105.154934372,275831.183029247,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11001","167040",Ceanannas Mór (Kells) Urban,1.0761170000,1.0761170000
287045.692312169,267730.767188462,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11002","167066",Navan Urban,1.7103640000,1.7782740000
280068.796302169,256859.02120986,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11003","167091",Trim Urban,0.6412280000,0.6412280000
307414.69931611,248710.999519828,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11008","167025",Donaghmore,35.2367750000,35.2453530000
270757.720162873,291046.065673676,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11042","167092",Trohanny,16.8245810000,16.8567050000
306554.318936817,265186.489120902,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11043","167003",Ardcath,43.4555560000,43.4565500000
257724.675057876,240092.33757876,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11073","167015",Castlejordan,15.5658180000,15.5658180000
271198.279233494,247476.736879287,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11074","167017",Castlerickard,20.0238110000,20.0238110000
267918.27784215,257589.978615746,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11075","167019",Cloghbrack,24.6313500000,24.6313500000
279762.877581027,262898.90002085,IE0,Ireland,IE02,Southern and Eastern,IE022,Mid-East,"11",Meath County,"11076","167020",Clonmacduff,13.7657080000,13.7657080000
228359.028555151,180281.701702909,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"08",Laois County,"08014","107040",Donaghmore,13.7475930000,13.7475930000
235320.811353106,189572.357015626,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"08",Laois County,"08015","107041",Donore,23.1638760000,23.1638760000
241026.411256563,180446.055017148,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"08",Laois County,"08016","107043",Dunmore,10.4116930000,10.4156480000
245781.527826188,202038.560175251,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"08",Laois County,"08044","107018",Borris,17.5310400000,17.5310400000
234740.558687122,202805.02136197,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"08",Laois County,08045/08046,107020/107022,Brisha/Capard,31.6655140000,31.7120260000
225570.077833558,182905.571888273,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"08",Laois County,"08079","107010",Ballybrophy,10.0881250000,10.0881250000
225944.805717013,186649.672856877,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"08",Laois County,"08080","107019",Borris-in-Ossory,20.8373410000,20.8373410000
220967.047905585,180768.536563702,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"08",Laois County,"08081","107032",Clonmore,15.2744570000,15.2744570000
228031.46501341,269952.291466135,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09015","137010",Ballymuigh,12.6504110000,12.6504110000
228030.946643809,281578.649831121,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09016","137012",Bunlahy,10.7999370000,10.9156870000
226493.018743965,292393.564658147,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09017","137018",Columbkille,21.5984970000,23.6932640000
232746.234036245,274673.856848294,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09018","137019",Coolamber,20.1966320000,20.1966320000
241634.661849844,177089.131786134,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"08",Laois County,"08017","107044",Durrow,25.9742870000,25.9742870000
222317.901215928,277930.701458773,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09021","137023",Currygrane,9.5096070000,9.7016790000
231109.688124327,283746.38134169,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09022","137024",Dalystown,8.8684240000,8.9035530000
240546.618656631,215736.36964057,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"08",Laois County,"08047","107023",Cappalough,16.4159340000,16.4159340000
237734.895473842,277707.238008502,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,09024/09035,137030/137052,Firry/Newgrove,21.8368060000,22.5960640000
221105.480096692,177122.008361887,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"08",Laois County,"08082","107047",Errill,17.8650420000,17.8650420000
221278.379967474,190827.754453369,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"08",Laois County,"08083","107063",Kyle,21.7807270000,21.7996850000
232230.784106523,280177.35924894,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09026","137034",Granard Rural,16.6231240000,16.6327820000
233241.248815785,281014.696035602,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09027","137035",Granard Urban,8.1201250000,8.1201250000
226664.195389974,275637.26226606,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09028","137040",Knockanbaun,9.3294600000,9.3294600000
234170.64756285,284636.3528696,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09019","137021",Creevy,13.9551460000,13.9913210000
228588.292835776,272879.149008393,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09020","137022",Crosagstown,12.1975410000,12.2088820000
225172.315956615,272432.757777619,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09030","137029",Meathas Truim,13.5928180000,13.5928180000
225558.679212084,277789.904762876,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09023","137028",Drummeel,8.3574560000,8.4064870000
222721.11803355,274812.882359195,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09032","137047",Moatfarrell,8.9551660000,8.9551660000
224439.5199717,296684.043851319,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09033","137050",Moyne,17.4552980000,17.9936780000
231319.417377138,287982.298663454,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09034","137051",Mullanalaghta,18.6158200000,22.9514840000
225118.277168036,284377.126176163,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09025","137033",Gelshagh,15.7843780000,15.7843780000
219866.487531096,281977.754077646,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09037","137002",Aghaboy,14.9607860000,14.9607860000
223097.941743968,268660.698653335,IE0,Ireland,IE01,"Border,Midland and Western",IE012,Midland,"09",Longford County,"09038","137004",Ardagh East,30.1579080000,30.3688900000
