,Course Code,Course Name,Institution,EOS,Mid,Level8,Test,Not All,AQA,New Comp
0,AL031,Computer and Software Engineering                 ,ATHLONE IT,210.0,320.0,True,False,False,False,False
1,AL032,Polymer Technology                                ,ATHLONE IT,240.0,345.0,True,False,False,False,False
2,AL033,Toxicology                                        ,ATHLONE IT,265.0,325.0,True,False,False,False,False
3,PC410,Humanities                                        ,CARLOW COLLEGE,310.0,345.0,True,False,False,False,False
4,CW046,Computer Networking                               ,IT CARLOW,260.0,310.0,True,False,False,False,False
5,CW100,International Business with French                ,IT CARLOW,280.0,335.0,True,False,False,False,False
6,CW101,International Business with German                ,IT CARLOW,215.0,325.0,True,False,False,False,False
7,CW105,Early Childhood Studies                           ,IT CARLOW,345.0,365.0,True,False,False,False,False
8,CR105,Chemical Engineering                              ,CORK IT,435.0,470.0,True,False,False,False,False
9,CR106,Computer Applications                             ,CORK IT,240.0,350.0,True,False,False,False,False
10,CR107,Electronic Engineering                            ,CORK IT,275.0,370.0,True,False,False,False,False
11,CR108,Mechanical Engineering                            ,CORK IT,370.0,415.0,True,False,False,False,False
12,CR109,Structural Engineering                            ,CORK IT,420.0,440.0,True,False,False,False,False
13,CR111,Computerised Instrument Systems                   ,CORK IT,260.0,340.0,True,False,False,False,False
14,CR112,Multimedia                                        ,CORK IT,450.0,480.0,True,False,False,False,False
15,CR114,Software Development with French                  ,CORK IT,,,True,False,False,False,False
16,CR115,Software Development with German                  ,CORK IT,,,True,False,False,False,False
17,CR116,Software Dev & Comp Net                           ,CORK IT,305.0,360.0,True,False,False,False,False
18,CR121,Music                                             ,CORK IT,775.0,915.0,True,False,True,False,False
19,CK101,Arts                                              ,UNIVERSITY COLLEGE CORK,400.0,430.0,True,False,False,False,False
20,CK102,Social Science                                    ,UNIVERSITY COLLEGE CORK,400.0,425.0,True,False,False,False,False
21,CK103,Music                                             ,UNIVERSITY COLLEGE CORK,360.0,405.0,True,True,False,False,False
22,CK104,Arts/Music                                        ,UNIVERSITY COLLEGE CORK,415.0,480.0,True,True,False,False,False
23,CK105,European Studies                                  ,UNIVERSITY COLLEGE CORK,330.0,415.0,True,False,False,False,False
24,CK106,Applied Psychology                                ,UNIVERSITY COLLEGE CORK,520.0,535.0,True,False,False,False,False
25,CK107,Language & Cultural Studies - French              ,UNIVERSITY COLLEGE CORK,340.0,380.0,True,False,False,False,False
26,CK108,Language & Cultural Studies - German              ,UNIVERSITY COLLEGE CORK,290.0,360.0,True,False,False,False,False
27,CK109,Language & Cultural Studies - Italian             ,UNIVERSITY COLLEGE CORK,300.0,350.0,True,False,False,False,False
28,CK110,Language & Cultural Studies - Spanish             ,UNIVERSITY COLLEGE CORK,375.0,410.0,True,False,False,False,False
29,CK111,Early Childhood Studies                           ,UNIVERSITY COLLEGE CORK,400.0,420.0,True,False,False,False,False
30,CK112,Drama and Theatre Studies                         ,UNIVERSITY COLLEGE CORK,425.0,470.0,True,False,False,False,False
31,CK201,Commerce                                          ,UNIVERSITY COLLEGE CORK,445.0,470.0,True,False,True,False,False
32,CK202,Accounting                                        ,UNIVERSITY COLLEGE CORK,460.0,500.0,True,False,True,False,False
33,CK203,Business Information Systems                      ,UNIVERSITY COLLEGE CORK,425.0,465.0,True,False,False,False,False
34,CK204,Finance                                           ,UNIVERSITY COLLEGE CORK,445.0,460.0,True,False,False,False,False
35,CK205,Commerce with French                              ,UNIVERSITY COLLEGE CORK,445.0,495.0,True,False,False,False,False
36,CK206,Commerce  with German                             ,UNIVERSITY COLLEGE CORK,395.0,430.0,True,False,False,False,False
37,CK207,Commerce  with Italian                            ,UNIVERSITY COLLEGE CORK,370.0,410.0,True,False,False,False,False
38,CK208,Commerce  with Spanish                            ,UNIVERSITY COLLEGE CORK,415.0,435.0,True,False,False,False,False
39,CK209,Commerce  with Irish                              ,UNIVERSITY COLLEGE CORK,435.0,480.0,True,False,False,False,False
40,CK210,Government and Public Policy                      ,UNIVERSITY COLLEGE CORK,425.0,440.0,True,False,False,False,False
41,CK301,Law                                               ,UNIVERSITY COLLEGE CORK,500.0,520.0,True,False,True,False,False
42,CK302,Law and French                                    ,UNIVERSITY COLLEGE CORK,515.0,540.0,True,False,True,False,False
43,CK303,Law and German                                    ,UNIVERSITY COLLEGE CORK,475.0,500.0,True,False,False,False,False
44,CK304,Law and Irish                                     ,UNIVERSITY COLLEGE CORK,495.0,510.0,True,False,True,False,False
45,CK401,Computer Science                                  ,UNIVERSITY COLLEGE CORK,300.0,365.0,True,False,False,False,False
46,CK402,Biological and Chemical Sciences                  ,UNIVERSITY COLLEGE CORK,390.0,460.0,True,False,False,False,False
47,CK404,Environmental Sciences                            ,UNIVERSITY COLLEGE CORK,370.0,405.0,True,False,False,False,False
48,CK405,Genetics                                          ,UNIVERSITY COLLEGE CORK,425.0,475.0,True,False,False,False,False
49,CK406,Chemical Sciences                                 ,UNIVERSITY COLLEGE CORK,365.0,415.0,True,False,False,False,False
50,CK407,Mathematical Sciences                             ,UNIVERSITY COLLEGE CORK,495.0,560.0,True,False,False,False,False
51,CK408,Physics and Astrophysics                          ,UNIVERSITY COLLEGE CORK,485.0,540.0,True,False,False,False,False
52,CK501,Food Business                                     ,UNIVERSITY COLLEGE CORK,355.0,375.0,True,False,False,False,False
53,CK504,Nutritional Sciences                              ,UNIVERSITY COLLEGE CORK,415.0,445.0,True,False,False,False,False
54,CK505,Food Science and Technology                       ,UNIVERSITY COLLEGE CORK,345.0,380.0,True,False,False,False,False
55,CK601,Process Engineering                               ,UNIVERSITY COLLEGE CORK,475.0,510.0,True,False,False,False,False
56,CK602,Civil and Environmental Engineering               ,UNIVERSITY COLLEGE CORK,485.0,520.0,True,False,True,False,False
57,CK603,Electrical and Electronic Engineering             ,UNIVERSITY COLLEGE CORK,335.0,470.0,True,False,False,False,False
58,CK604,Microelectronic Engineering                       ,UNIVERSITY COLLEGE CORK,345.0,440.0,True,False,False,False,False
59,CK701,Medicine                                          ,UNIVERSITY COLLEGE CORK,555.0,570.0,True,False,True,False,False
60,CK702,Dentistry                                         ,UNIVERSITY COLLEGE CORK,530.0,545.0,True,False,False,False,False
61,CK703,Pharmacy                                          ,UNIVERSITY COLLEGE CORK,,,True,False,False,False,False
62,AH001,Theology and Philosophy                           ,ALL HALLOWS,370.0,370.0,True,False,False,False,False
63,AH002,Theology and Psychology                           ,ALL HALLOWS,315.0,340.0,True,False,False,False,False
64,AH003,Theology and English Literature                   ,ALL HALLOWS,305.0,330.0,True,False,False,False,False
65,AH004,Theology and Spirituality                         ,ALL HALLOWS,,,True,False,False,False,False
66,AC120,International Business                            ,AMERICAN COLLEGE,175.0,330.0,True,False,False,False,False
67,AC141,Behavioral Science ( Psychology )                 ,AMERICAN COLLEGE,205.0,310.0,True,False,False,False,False
68,AC142,Behavioural Sci ( Applied Social Studies)         ,AMERICAN COLLEGE,200.0,310.0,True,False,False,False,False
69,CE001,Church of Ireland                                 ,CHURCH OF IRELAND COLLEGE,385.0,,True,False,True,False,False
70,CM001,Marino                                            ,COLAISTE MHUIRE MARINO,430.0,440.0,True,False,True,False,False
71,CM002,Marino/Gael                                       ,COLAISTE MHUIRE MARINO,385.0,415.0,True,False,False,False,False
72,DB512,Business Studies                                  ,DUBLIN BUSINESS SCHOOL,245.0,320.0,True,False,False,False,False
73,DB521,Accountancy and Finance                           ,DUBLIN BUSINESS SCHOOL,250.0,340.0,True,False,False,False,False
74,DB531,Marketing                                         ,DUBLIN BUSINESS SCHOOL,255.0,320.0,True,False,False,False,False
75,DB551,Anthropology                                      ,DUBLIN BUSINESS SCHOOL,245.0,335.0,True,False,False,False,False
76,DB552,Arts ( Literature and Drama )                     ,DUBLIN BUSINESS SCHOOL,250.0,345.0,True,False,False,False,False
77,DB561,Arts ( General )                                  ,DUBLIN BUSINESS SCHOOL,245.0,335.0,True,False,False,False,False
78,DB562,Arts ( Psychology )                               ,DUBLIN BUSINESS SCHOOL,240.0,335.0,True,False,False,False,False
79,DC111,Business Studies                                  ,DUBLIN CITY UNIVERSITY,430.0,450.0,True,False,False,False,False
80,DC112,European Business ( French )                      ,DUBLIN CITY UNIVERSITY,450.0,465.0,True,False,False,False,False
81,DC113,European Business ( German )                      ,DUBLIN CITY UNIVERSITY,405.0,435.0,True,False,False,False,False
82,DC114,European Business ( Spanish )                     ,DUBLIN CITY UNIVERSITY,420.0,465.0,True,False,False,False,False
83,DC115,Accounting & Finance                              ,DUBLIN CITY UNIVERSITY,435.0,465.0,True,False,False,False,False
84,DC116,European Bus. (Transatlantic Studies)             ,DUBLIN CITY UNIVERSITY,470.0,495.0,True,False,False,False,False
85,DC118,Ceim in Airgeadas                                 ,DUBLIN CITY UNIVERSITY,395.0,455.0,True,False,False,False,False
86,DC121,Computer Applications                             ,DUBLIN CITY UNIVERSITY,350.0,390.0,True,False,False,False,False
87,DC122,Computational Linguistics                         ,DUBLIN CITY UNIVERSITY,340.0,395.0,True,False,False,False,False
88,DC125,Mathematical Sciences                             ,DUBLIN CITY UNIVERSITY,380.0,435.0,True,False,False,False,False
89,DC126,Financial and Actuarial Maths                     ,DUBLIN CITY UNIVERSITY,480.0,515.0,True,False,False,False,False
90,DC131,Communications                                    ,DUBLIN CITY UNIVERSITY,480.0,505.0,True,False,False,False,False
91,DC132,Journalism                                        ,DUBLIN CITY UNIVERSITY,475.0,500.0,True,False,False,False,False
92,DC133,Multimedia                                        ,DUBLIN CITY UNIVERSITY,455.0,475.0,True,False,False,False,False
93,DC141,Int Marketing French/German                       ,DUBLIN CITY UNIVERSITY,410.0,430.0,True,False,False,False,False
94,DC142,Int Marketing French/Spanish                      ,DUBLIN CITY UNIVERSITY,445.0,480.0,True,False,False,False,False
95,DC143,Int Marketing German/Spanish                      ,DUBLIN CITY UNIVERSITY,400.0,455.0,True,False,False,False,False
96,DC144,Int Marketing Japanese                            ,DUBLIN CITY UNIVERSITY,370.0,385.0,True,False,False,False,False
97,DC146,Int Bus & French/German                           ,DUBLIN CITY UNIVERSITY,460.0,480.0,True,False,False,False,False
98,DC147,Int Bus & French/Spanish                          ,DUBLIN CITY UNIVERSITY,480.0,530.0,True,False,False,False,False
99,DC148,Int Bus & German/Spanish                          ,DUBLIN CITY UNIVERSITY,405.0,445.0,True,False,False,False,False
100,DC149,Int Bus & Japanese                                ,DUBLIN CITY UNIVERSITY,380.0,425.0,True,False,False,False,False
101,DC151,Applied Langs.French/German                       ,DUBLIN CITY UNIVERSITY,330.0,385.0,True,False,False,False,False
102,DC152,Applied Langs French/Spanish                      ,DUBLIN CITY UNIVERSITY,345.0,400.0,True,False,False,False,False
103,DC153,Applied Langs German/Spanish                      ,DUBLIN CITY UNIVERSITY,335.0,425.0,True,False,False,False,False
104,DC154,App Langs Japanese+others                         ,DUBLIN CITY UNIVERSITY,340.0,400.0,True,False,False,False,False
105,DC161,Analytical Science                                ,DUBLIN CITY UNIVERSITY,330.0,370.0,True,False,False,False,False
