,Course Code,Course Name,Institution,EOS,Mid,Level8,Test,Not All,AQA,New Comp
0,AL801,Software Design with Virtual Reality and Gaming,Athlone Institute of Technology,304.0,328.0,True,False,False,False,False
1,AL802,Software Design with Cloud Computing,Athlone Institute of Technology,301.0,306.0,True,False,False,False,False
2,AL803,Software Design with Mobile Apps and Connected Devices,Athlone Institute of Technology,309.0,337.0,True,False,False,False,False
3,AL805,Network Management and Cloud Infrastructure,Athlone Institute of Technology,329.0,442.0,True,False,False,False,False
4,AL810,Quantity Surveying,Athlone Institute of Technology,307.0,349.0,True,False,False,False,False
5,AL820,Mechanical and Polymer Engineering,Athlone Institute of Technology,300.0,358.0,True,False,False,False,False
6,AL830,General Nursing,Athlone Institute of Technology,410.0,429.0,True,False,False,False,False
7,AL832,Psychiatric Nursing,Athlone Institute of Technology,387.0,403.0,True,False,False,False,False
8,AL836,Nutrition and Health Science,Athlone Institute of Technology,352.0,383.0,True,False,False,False,False
9,AL837,Sports Science with Exercise Physiology,Athlone Institute of Technology,351.0,392.0,True,False,False,False,False
10,AL838,Biotechnology,Athlone Institute of Technology,302.0,372.0,True,False,False,False,False
11,AL839,Microbiology,Athlone Institute of Technology,322.0,371.0,True,False,False,False,False
12,AL840,Pharmaceutical Sciences,Athlone Institute of Technology,328.0,411.0,True,False,False,False,False
13,AL841,Athletic and Rehabilitation Therapy,Athlone Institute of Technology,423.0,430.0,True,False,False,False,False
14,AL842,Bioveterinary Science,Athlone Institute of Technology,310.0,366.0,True,False,False,False,False
15,AL843,Physical Activity and Health Science,Athlone Institute of Technology,310.0,330.0,True,False,False,False,False
16,AL850,Business,Athlone Institute of Technology,307.0,356.0,True,False,False,False,False
17,AL851,Business and Law,Athlone Institute of Technology,301.0,341.0,True,False,False,False,False
18,AL852,Accounting (with optional placement),Athlone Institute of Technology,290.0,346.0,True,False,False,False,False
19,AL853,Accounting and Law,Athlone Institute of Technology,305.0,320.0,True,False,False,False,False
20,AL855,Hospitality Management (with International placement),Athlone Institute of Technology,312.0,357.0,True,False,False,False,False
21,AL857,Digital Marketing,Athlone Institute of Technology,300.0,360.0,True,False,False,False,False
