,Course Code,Course Name,Institution,EOS,Mid,Level8,Test,Not All,AQA,New Comp
63,CR127,Popular Music: Electric Guitar at CIT Cork School of Music,Cork Institute of Technology,606.0,920.0,True,True,False,False,False
64,CR128,Popular Music: Keyboards at CIT Cork School of Music,Cork Institute of Technology,941.0,1020.0,True,True,False,False,False
65,CR129,Popular Music: Voice at CIT Cork School of Music,Cork Institute of Technology,564.0,923.0,True,True,False,False,False
66,CR150,Business Information Systems,Cork Institute of Technology,356.0,401.0,True,False,False,False,False
67,CR210,"Contemporary Applied Art (Ceramics, Glass, Textiles) at CIT Crawford",Cork Institute of Technology,711.0,893.0,True,True,False,False,False
68,CR220,Fine Art at CIT Crawford College of Art and Design,Cork Institute of Technology,629.0,889.0,True,True,False,False,False
69,CR305,Physical Sciences (Common Entry),Cork Institute of Technology,319.0,358.0,True,False,False,False,False
70,CR310,IT Management,Cork Institute of Technology,291.0,327.0,True,False,False,False,False
71,CR312,Web Development,Cork Institute of Technology,300.0,326.0,True,False,False,False,False
72,CR320,Biomedical Science - Offered jointly by CIT and UCC,Cork Institute of Technology,520.0,540.0,True,False,False,False,False
73,CR325,Pharmaceutical Biotechnology,Cork Institute of Technology,383.0,413.0,True,False,False,False,False
74,CR330,Herbal Science,Cork Institute of Technology,320.0,358.0,True,False,False,False,False
75,CR333,Nutrition and Health Science,Cork Institute of Technology,349.0,387.0,True,False,False,False,False
76,CR335,Biological Sciences (Common Entry),Cork Institute of Technology,390.0,429.0,True,False,False,False,False
77,CR340,Analytical Chemistry with Quality Assurance,Cork Institute of Technology,321.0,367.0,True,False,False,False,False
78,CR360,Instrument Engineering,Cork Institute of Technology,301.0,371.0,True,False,False,False,False
79,CR365,Environmental Science and Sustainable Technology,Cork Institute of Technology,323.0,360.0,True,False,False,False,False
80,CR400,Accounting,Cork Institute of Technology,318.0,371.0,True,False,False,False,False
81,CR420,Marketing,Cork Institute of Technology,306.0,339.0,True,False,False,False,False
82,CR425,International Business with Language,Cork Institute of Technology,298.0,396.0,True,False,False,False,False
83,CR500,Engineering (Common Entry),Cork Institute of Technology,392.0,441.0,True,False,False,False,False
84,CR510,Sustainable Energy Engineering,Cork Institute of Technology,317.0,358.0,True,False,False,False,False
85,CR520,Biomedical Engineering,Cork Institute of Technology,444.0,520.0,True,False,False,False,False
86,CR560,Architectural Technology,Cork Institute of Technology,276.0,337.0,True,False,False,False,False
87,CR565,Interior Architecture,Cork Institute of Technology,306.0,357.0,True,False,False,False,False
88,CR570,Quantity Surveying,Cork Institute of Technology,291.0,341.0,True,False,False,False,False
89,CR572,Construction Management,Cork Institute of Technology,251.0,308.0,True,False,False,False,False
90,CR580,Electrical Engineering,Cork Institute of Technology,330.0,363.0,True,False,False,False,False
91,CR590,Electronic Engineering,Cork Institute of Technology,330.0,359.0,True,False,False,False,False
92,CR600,Visual Communications,Cork Institute of Technology,490.0,836.0,True,True,False,False,False
93,CR660,Tourism Management,Cork Institute of Technology,254.0,299.0,True,False,False,False,False
94,CR700,Theatre and Drama Studies at CIT Cork School of Music,Cork Institute of Technology,879.0,938.0,True,True,False,False,False
95,CK101,Arts,University College Cork (NUI),330.0,389.0,True,False,False,False,False
96,CK102,Social Science,University College Cork (NUI),378.0,424.0,True,False,False,False,False
97,CK104,Arts with Music,University College Cork (NUI),367.0,451.0,True,True,False,False,False
98,CK105,Film and Screen Media,University College Cork (NUI),422.0,451.0,True,False,False,False,False
99,CK106,Applied Psychology,University College Cork (NUI),499.0,522.0,True,False,False,False,False
100,CK107,Geographical and Archaeological Sciences,University College Cork (NUI),337.0,367.0,True,False,False,False,False
101,CK108,Arts International,University College Cork (NUI),466.0,509.0,True,False,False,False,False
102,CK109,English,University College Cork (NUI),420.0,462.0,True,False,False,False,False
103,CK110,World Languages,University College Cork (NUI),476.0,510.0,True,False,False,False,False
104,CK111,Early Years and Childhood Studies,University College Cork (NUI),377.0,409.0,True,False,False,False,False
105,CK112,Drama and Theatre Studies,University College Cork (NUI),408.0,466.0,True,True,False,False,False
106,CK113,Criminology,University College Cork (NUI),412.0,430.0,True,False,False,False,False
107,CK114,Social Science (Youth and Community Work),University College Cork (NUI),777.0,,True,True,False,False,False
108,CK115,Social Work - Mature Applicants only,University College Cork (NUI),999.0,,True,False,False,False,False
109,CK116,Sports Studies and Physical Education,University College Cork (NUI),477.0,506.0,True,False,False,False,False
110,CK117,Economics (through Transformational Learning),University College Cork (NUI),419.0,435.0,True,False,False,False,False
111,CK118,Digital Humanities and Information Technology,University College Cork (NUI),379.0,402.0,True,False,False,False,False
112,CK201,Commerce,University College Cork (NUI),455.0,478.0,True,False,False,False,False
113,CK202,Accounting,University College Cork (NUI),434.0,487.0,True,False,False,False,False
114,CK203,Business Information Systems,University College Cork (NUI),445.0,478.0,True,False,False,False,False
115,CK204,Finance,University College Cork (NUI),532.0,555.0,True,False,False,False,False
116,CK205,Commerce (International) with French,University College Cork (NUI),465.0,509.0,True,False,False,False,False
117,CK206,Commerce (International) with German,University College Cork (NUI),465.0,508.0,True,False,False,False,False
118,CK207,Commerce (International) with Italian,University College Cork (NUI),430.0,442.0,True,False,False,False,False
119,CK208,Commerce (International) with Hispanic Studies,University College Cork (NUI),451.0,488.0,True,False,False,False,False
120,CK209,Commerce (International) with Irish,University College Cork (NUI),478.0,521.0,True,False,False,False,False
121,CK210,Government,University College Cork (NUI),360.0,423.0,True,False,False,False,False
122,CK211,Commerce (International) with Chinese Studies,University College Cork (NUI),424.0,444.0,True,False,False,False,False
123,CK301,Law (Pathways),University College Cork (NUI),475.0,500.0,True,False,False,False,False
124,CK302,Law and French,University College Cork (NUI),510.0,522.0,True,False,False,False,False
125,CK304,Law and Irish,University College Cork (NUI),496.0,511.0,True,False,False,False,False
126,CK307,Law and Business,University College Cork (NUI),543.0,566.0,True,False,False,False,False
127,CK401,Computer Science,University College Cork (NUI),419.0,466.0,True,False,False,False,False
128,CK402,Biological and Chemical Sciences,University College Cork (NUI),488.0,520.0,True,False,False,False,False
129,CK404,"Biological, Earth and Environmental Sciences",University College Cork (NUI),435.0,466.0,True,False,False,False,False
130,CK405,Genetics,University College Cork (NUI),473.0,488.0,True,False,False,False,False
131,CK406,Chemical Sciences,University College Cork (NUI),477.0,488.0,True,False,False,False,False
132,CK407,Mathematical Sciences,University College Cork (NUI),554.0,589.0,True,False,False,False,False
133,CK408,Physics and Astrophysics,University College Cork (NUI),531.0,577.0,True,False,False,False,False
134,CK409,Industrial Physics - Offered jointly by UCC and CIT,University College Cork (NUI),445.0,525.0,True,False,False,False,False
135,CK502,Food Marketing and Entrepreneurship,University College Cork (NUI),440.0,454.0,True,False,False,False,False
136,CK504,Nutritional Sciences,University College Cork (NUI),484.0,506.0,True,False,False,False,False
137,CK505,Food Science,University College Cork (NUI),453.0,476.0,True,False,False,False,False
138,CK506,International Development and Food Policy,University College Cork (NUI),378.0,409.0,True,False,False,False,False
139,CK600,Engineering,University College Cork (NUI),443.0,520.0,True,False,False,False,False
140,CK606,Architecture - Offered jointly by UCC and CIT,University College Cork (NUI),435.0,476.0,True,False,False,False,False
141,CK701,Medicine (Undergraduate Entry),University College Cork (NUI),729.0,740.0,True,True,True,False,False
142,CK702,Dentistry,University College Cork (NUI),578.0,589.0,True,False,False,False,False
143,CK703,Pharmacy,University College Cork (NUI),565.0,578.0,True,False,False,False,False
144,CK704,Occupational Therapy,University College Cork (NUI),518.0,532.0,True,False,False,False,False
145,CK705,Speech and Language Therapy,University College Cork (NUI),522.0,541.0,True,False,False,False,False
146,CK706,Public Health Sciences,University College Cork (NUI),429.0,451.0,True,False,False,False,False
147,CK710,General Nursing,University College Cork (NUI),433.0,462.0,True,False,False,False,False
148,CK712,Children`s and General Nursing (Integrated),University College Cork (NUI),498.0,521.0,True,False,False,False,False
149,CK720,Mental Health Nursing,University College Cork (NUI),408.0,429.0,True,False,True,False,False
150,CK730,Intellectual Disability Nursing,University College Cork (NUI),378.0,399.0,True,False,False,False,False
151,CK740,Midwifery,University College Cork (NUI),434.0,455.0,True,False,False,False,False
152,CK791,Medicine (Graduate Entry),University College Cork (NUI),58.0,59.0,True,False,True,False,False
153,AC120,International Business,American College,281.0,347.0,True,False,False,False,False
154,AC137,Liberal Arts,American College,219.0,281.0,True,False,False,False,False
155,CT125,Information Technology,College of Computing Technology,263.0,317.0,True,False,False,False,False
156,CM001,Education - Primary Teaching,Marino Institute of Education,451.0,462.0,True,False,True,False,False
157,CM002,Education - Primary Teaching - Gaeltacht Applicants,Marino Institute of Education,411.0,421.0,True,True,False,False,False
158,CM010,Education Studies,Marino Institute of Education,315.0,353.0,True,False,False,False,False
159,CM020,Early Childhood Education,Marino Institute of Education,330.0,360.0,True,False,False,False,False
160,DB500,Computing,Dublin Business School,228.0,299.0,True,False,False,False,False
161,DB501,Computing (Cloud Computing),Dublin Business School,374.0,,True,False,False,False,False
162,DB502,Computing (Data Analytics and Big Data),Dublin Business School,,,True,False,False,False,False
163,DB503,Computing (Software Development),Dublin Business School,202.0,317.0,True,False,False,False,False
164,DB504,Computing (Web and Mobile Computing),Dublin Business School,,,True,False,False,False,False
165,DB512,Business Studies,Dublin Business School,130.0,300.0,True,False,False,False,False
166,DB514,Business Studies (Law),Dublin Business School,228.0,319.0,True,False,False,False,False
167,DB515,Business Studies (Human Resource Management),Dublin Business School,228.0,298.0,True,False,False,False,False
168,DB516,Financial Services,Dublin Business School,279.0,337.0,True,False,False,False,False
169,DB517,Marketing (Event Management),Dublin Business School,200.0,318.0,True,False,False,False,False
170,DB518,Marketing (Digital Media),Dublin Business School,200.0,326.0,True,False,False,False,False
171,DB520,Business Studies (with work placement),Dublin Business School,219.0,326.0,True,False,False,False,False
172,DB521,Accounting and Finance,Dublin Business School,244.0,305.0,True,False,False,False,False
173,DB524,Business Information Systems,Dublin Business School,299.0,328.0,True,False,False,False,False
174,DB525,Marketing (Digital Media and Cloud Computing),Dublin Business School,320.0,320.0,True,False,False,False,False
175,DB526,Business Information Systems (Cloud Computing),Dublin Business School,292.0,292.0,True,False,False,False,False
176,DB531,Marketing,Dublin Business School,252.0,318.0,True,False,False,False,False
177,DB562,Psychology,Dublin Business School,208.0,297.0,True,False,False,False,False
178,DB565,Journalism,Dublin Business School,215.0,282.0,True,False,False,False,False
179,DB566,Social Science,Dublin Business School,202.0,297.0,True,False,False,False,False
180,DB567,Film,Dublin Business School,184.0,285.0,True,False,False,False,False
181,DB568,Law,Dublin Business School,163.0,284.0,True,False,False,False,False
182,DB569,Business (Psychology),Dublin Business School,289.0,319.0,True,False,False,False,False
183,DC001,Education - Early Childhood Education,Dublin City University,378.0,412.0,True,False,False,False,False
184,DC002,Education - Primary Teaching,Dublin City University,462.0,484.0,True,False,False,False,False
185,DC003,Education - Primary Teaching - Gaeltacht Applicants,Dublin City University,430.0,441.0,True,True,False,False,False
186,DC004,Education - Primary Teaching (Church of Ireland Centre formerly CICE),Dublin City University,420.0,456.0,True,False,False,False,False
187,DC009,Arts (Joint Honours) - Humanities,Dublin City University,358.0,408.0,True,False,False,False,False
188,DC010,Post Primary Teacher Education - Religious Education and English,Dublin City University,377.0,410.0,True,False,False,False,False
189,DC011,Post Primary Teacher Education - Religious Education and History,Dublin City University,350.0,391.0,True,False,False,False,False
190,DC012,Post Primary Teacher Education - Religious Education and Music,Dublin City University,357.0,430.0,True,True,False,False,False
191,DC014,Jazz and Contemporary Music Performance (Audition),Dublin City University,271.0,413.0,True,True,False,False,False
192,DC110,Business Studies International,Dublin City University,457.0,484.0,True,False,False,False,False
193,DC111,Business Studies,Dublin City University,466.0,487.0,True,False,False,False,False
194,DC112,Global Business (France),Dublin City University,487.0,510.0,True,False,False,False,False
195,DC113,Global Business (Germany),Dublin City University,466.0,498.0,True,False,False,False,False
196,DC114,Global Business (Spain),Dublin City University,520.0,530.0,True,False,False,False,False
197,DC115,Accounting and Finance,Dublin City University,477.0,499.0,True,False,False,False,False
198,DC116,Global Business (USA),Dublin City University,576.0,578.0,True,False,False,False,False
199,DC117,Aviation Management / Aviation Management with Pilot Studies,Dublin City University,451.0,476.0,True,False,False,False,False
200,DC118,Gnó agus Gaeilge / Business and Irish,Dublin City University,378.0,408.0,True,False,False,False,False
201,DC119,Global Business (Canada),Dublin City University,565.0,566.0,True,False,False,False,False
202,DC120,Enterprise Computing,Dublin City University,366.0,392.0,True,False,False,False,False
203,DC121,Computer Applications,Dublin City University,390.0,434.0,True,False,False,False,False
204,DC123,Data Science,Dublin City University,454.0,521.0,True,False,False,False,False
205,DC126,Actuarial Mathematics,Dublin City University,554.0,565.0,True,False,False,False,False
206,DC127,Common Entry into Actuarial and Financial Mathematics,Dublin City University,520.0,542.0,True,False,False,False,False
207,DC131,Communication Studies,Dublin City University,420.0,462.0,True,False,False,False,False
208,DC132,Journalism,Dublin City University,410.0,451.0,True,False,False,False,False
209,DC133,Multimedia,Dublin City University,431.0,476.0,True,False,False,False,False
210,DC155,Applied Language and Translation Studies,Dublin City University,380.0,434.0,True,False,False,False,False
211,DC161,Analytical Science,Dublin City University,456.0,467.0,True,False,False,False,False
212,DC162,Chemical and Pharmaceutical Sciences,Dublin City University,487.0,507.0,True,False,False,False,False
213,DC166,Environmental Science and Technology,Dublin City University,392.0,428.0,True,False,False,False,False
214,DC167,Physics with Astronomy,Dublin City University,444.0,465.0,True,False,False,False,False
215,DC168,Genetics and Cell Biology,Dublin City University,487.0,509.0,True,False,False,False,False
216,DC171,Applied Physics,Dublin City University,423.0,445.0,True,False,False,False,False
217,DC173,Physics with Biomedical Sciences,Dublin City University,465.0,476.0,True,False,False,False,False
218,DC181,Biotechnology,Dublin City University,473.0,488.0,True,False,False,False,False
219,DC190,Electronic and Computer Engineering (with choice of four majors),Dublin City University,393.0,445.0,True,False,False,False,False
220,DC193,Mechatronic Engineering,Dublin City University,412.0,476.0,True,False,False,False,False
221,DC195,Mechanical and Manufacturing Engineering,Dublin City University,402.0,469.0,True,False,False,False,False
222,DC197,Biomedical Engineering,Dublin City University,412.0,445.0,True,False,False,False,False
223,DC200,Common Entry into Engineering (Undenominated Entry),Dublin City University,381.0,454.0,True,False,False,False,False
224,DC201,Common Entry into Science (Undenominated Entry),Dublin City University,478.0,498.0,True,False,False,False,False
225,DC202,Sport Science and Health,Dublin City University,484.0,499.0,True,False,False,False,False
226,DC203,Science Education,Dublin City University,444.0,476.0,True,False,False,False,False
227,DC204,Athletic Therapy and Training,Dublin City University,499.0,520.0,True,False,False,False,False
228,DC205,Physical Education with Biology,Dublin City University,487.0,507.0,True,False,False,False,False
229,DC206,Physical Education with Mathematics,Dublin City University,476.0,499.0,True,False,False,False,False
230,DC208,Psychology,Dublin City University,500.0,522.0,True,False,False,False,False
231,DC209,Health and Society,Dublin City University,420.0,465.0,True,False,False,False,False
232,DC215,General Nursing,Dublin City University,425.0,451.0,True,False,False,False,False
233,DC216,Mental Health Nursing,Dublin City University,369.0,388.0,True,False,False,False,False
234,DC217,Intellectual Disability Nursing,Dublin City University,376.0,380.0,True,False,False,False,False
235,DC218,Children’s and General Nursing (Integrated),Dublin City University,473.0,496.0,True,False,False,False,False
236,DC230,"Economics, Politics and Law",Dublin City University,420.0,451.0,True,False,False,False,False
237,DC231,International Relations,Dublin City University,400.0,440.0,True,False,False,False,False
238,DC232,Law and Society (BCL),Dublin City University,455.0,474.0,True,False,False,False,False
239,DC235,Education and Training - Daytime or Flexible Delivery Mode,Dublin City University,306.0,346.0,True,False,False,False,False
240,DC238,Contemporary Culture and Society,Dublin City University,356.0,380.0,True,False,False,False,False
241,DC239,Gaeilge agus Iriseoireacht/Irish and Journalism,Dublin City University,,,True,False,False,False,False
242,DC240,"Marketing, Innovation and Technology",Dublin City University,462.0,495.0,True,False,False,False,False
243,DC291,Arts (Joint Honours) - Media Studies,Dublin City University,359.0,390.0,True,False,False,False,False
244,DC292,Arts (Joint Honours) - Law,Dublin City University,380.0,408.0,True,False,False,False,False
245,DC293,Arts (Joint Honours) - International Languages,Dublin City University,377.0,420.0,True,False,False,False,False
246,DC295,Arts (Joint Honours) - Politics,Dublin City University,360.0,398.0,True,False,False,False,False
247,DT001,Product Design,Dublin Institute of Technology,434.0,455.0,True,False,False,False,False
248,DT028,Transport Operations and Technology,Dublin Institute of Technology,261.0,334.0,True,False,False,False,False
249,DT035,Electrical Services and Energy Management,Dublin Institute of Technology,301.0,331.0,True,False,False,False,False
250,DT066,Engineering (General Entry),Dublin Institute of Technology,371.0,434.0,True,False,False,False,False
251,DT101,Architecture,Dublin Institute of Technology,630.0,660.0,True,True,False,False,False
252,DT106,Planning and Environmental Management,Dublin Institute of Technology,290.0,329.0,True,False,False,False,False
253,DT110,Property Economics (Valuation Surveying),Dublin Institute of Technology,377.0,398.0,True,False,False,False,False
254,DT111,Quantity Surveying and Construction Economics,Dublin Institute of Technology,370.0,403.0,True,False,False,False,False
255,DT112,Geographic Science,Dublin Institute of Technology,300.0,329.0,True,False,False,False,False
256,DT117,Construction Management,Dublin Institute of Technology,326.0,351.0,True,False,False,False,False
257,DT175,Architectural Technology,Dublin Institute of Technology,377.0,416.0,True,False,False,False,False
258,DT201,Science (General Entry),Dublin Institute of Technology,462.0,476.0,True,False,False,False,False
259,DT203,Forensic and Environmental Chemistry,Dublin Institute of Technology,317.0,392.0,True,False,False,False,False
260,DT204,Biomedical Science,Dublin Institute of Technology,497.0,509.0,True,False,False,False,False
261,DT205,Mathematical Sciences,Dublin Institute of Technology,298.0,392.0,True,False,False,False,False
262,DT206,Biomedical and Molecular Diagnostics,Dublin Institute of Technology,444.0,466.0,True,False,False,False,False
263,DT211,Computer Science (Infrastructure),Dublin Institute of Technology,371.0,402.0,True,False,False,False,False
264,DT220,Industrial Mathematics,Dublin Institute of Technology,247.0,322.0,True,False,False,False,False
265,DT221,Physics with Energy and Environment,Dublin Institute of Technology,330.0,410.0,True,False,False,False,False
266,DT222,Physics Technology,Dublin Institute of Technology,338.0,392.0,True,False,False,False,False
267,DT223,Human Nutrition and Dietetics,Dublin Institute of Technology,554.0,578.0,True,False,False,False,False
268,DT224,Optometry,Dublin Institute of Technology,477.0,509.0,True,False,False,False,False
269,DT225,Public Health Nutrition,Dublin Institute of Technology,403.0,454.0,True,False,False,False,False
270,DT227,Science with Nanotechnology,Dublin Institute of Technology,310.0,383.0,True,False,False,False,False
271,DT228,Computer Science,Dublin Institute of Technology,443.0,455.0,True,False,False,False,False
272,DT229,Clinical Measurement Science,Dublin Institute of Technology,466.0,478.0,True,False,False,False,False
273,DT235,Physics with Medical Physics and Bioengineering,Dublin Institute of Technology,368.0,409.0,True,False,False,False,False
274,DT255,Information Systems and Information Technology,Dublin Institute of Technology,308.0,363.0,True,False,False,False,False
275,DT282,Computer Science (International),Dublin Institute of Technology,360.0,398.0,True,False,False,False,False
276,DT299,Chemical Sciences with Medicinal Chemistry,Dublin Institute of Technology,423.0,451.0,True,False,False,False,False
277,DT302,Business Analytics,Dublin Institute of Technology,323.0,382.0,True,False,False,False,False
278,DT321,Business and Law,Dublin Institute of Technology,456.0,484.0,True,False,False,False,False
279,DT341,Marketing,Dublin Institute of Technology,414.0,433.0,True,False,False,False,False
280,DT343,Retail and Services Management,Dublin Institute of Technology,300.0,347.0,True,False,False,False,False
281,DT354,Business Computing,Dublin Institute of Technology,341.0,378.0,True,False,False,False,False
282,DT358,Logistics and Supply Chain Management,Dublin Institute of Technology,300.0,349.0,True,False,False,False,False
283,DT365,Business and Management,Dublin Institute of Technology,444.0,460.0,True,False,False,False,False
284,DT366,Accounting and Finance,Dublin Institute of Technology,444.0,465.0,True,False,False,False,False
285,DT398,Human Resource Management,Dublin Institute of Technology,387.0,401.0,True,False,False,False,False
286,DT399,Economics and Finance,Dublin Institute of Technology,450.0,476.0,True,False,False,False,False
287,DT401,International Hospitality Management,Dublin Institute of Technology,310.0,358.0,True,False,False,False,False
288,DT405,Culinary Science,Dublin Institute of Technology,340.0,413.0,True,False,False,False,False
289,DT407,Culinary Arts,Dublin Institute of Technology,300.0,352.0,True,False,False,False,False
290,DT412,Tourism Marketing,Dublin Institute of Technology,287.0,327.0,True,False,False,False,False
291,DT413,Event Management,Dublin Institute of Technology,370.0,389.0,True,False,False,False,False
292,DT416,Culinary Entrepreneurship,Dublin Institute of Technology,281.0,339.0,True,False,False,False,False
293,DT417,Bar and Beverage Management and Entrepreneurship,Dublin Institute of Technology,280.0,316.0,True,False,False,False,False
294,DT420,Nutraceuticals in Health and Nutrition,Dublin Institute of Technology,411.0,440.0,True,False,False,False,False
295,DT421,Food Innovation,Dublin Institute of Technology,354.0,387.0,True,False,False,False,False
296,DT422,Pharmaceutical Healthcare,Dublin Institute of Technology,384.0,409.0,True,False,False,False,False
297,DT491,Environmental Health,Dublin Institute of Technology,307.0,357.0,True,False,False,False,False
298,DT501,Music,Dublin Institute of Technology,449.0,503.0,True,True,False,False,False
299,DT504,Film and Broadcasting,Dublin Institute of Technology,437.0,475.0,True,False,False,False,False
300,DT506,Commercial Modern Music,Dublin Institute of Technology,660.0,862.0,True,True,False,False,False
301,DT508,Game Design,Dublin Institute of Technology,389.0,413.0,True,False,False,False,False
302,DT517,Languages and English Studies,Dublin Institute of Technology,317.0,369.0,True,False,False,False,False
303,DT518,Languages and Intl Tourism (Chinese/French/German/Irish/Italian/Spanish),Dublin Institute of Technology,290.0,359.0,True,False,False,False,False
304,DT529,Drama (Performance),Dublin Institute of Technology,353.0,500.0,True,True,False,False,False
305,DT532,Law (LLB),Dublin Institute of Technology,434.0,452.0,True,False,False,False,False
306,DT533,Contemporary Visual Culture,Dublin Institute of Technology,254.0,319.0,True,False,False,False,False
307,DT544,Interior Design,Dublin Institute of Technology,568.0,852.0,True,True,False,False,False
