,Course Code,Course Name 2019,EOS 2019,Mid 2019,Institution,Test 2019,NotAll 2019,Matric 2019,AQA 2019,Level8 2019
292,DT282,Computer Science (International),377.0,402.0,Technological University Dublin City Campus,False,False,False,False,True
293,DT299,Chemical Sciences with Medicinal Chemistry,420.0,445.0,Technological University Dublin City Campus,False,False,False,False,True
294,DT302,Business Analytics,325.0,403.0,Technological University Dublin City Campus,False,False,False,False,True
295,DT304,E-Commerce in Retailing,341.0,388.0,Technological University Dublin City Campus,False,False,False,False,True
296,DT321,Business and Law,462.0,478.0,Technological University Dublin City Campus,False,False,False,False,True
297,DT341,Marketing,400.0,419.0,Technological University Dublin City Campus,False,False,False,False,True
298,DT343,Retail and Services Management,301.0,332.0,Technological University Dublin City Campus,False,False,False,False,True
299,DT354,Business Computing,322.0,341.0,Technological University Dublin City Campus,False,False,False,False,True
300,DT358,Logistics and Supply Chain Management,300.0,359.0,Technological University Dublin City Campus,False,False,False,False,True
301,DT365,Business and Management,440.0,456.0,Technological University Dublin City Campus,False,False,False,False,True
302,DT366,Accounting and Finance,432.0,454.0,Technological University Dublin City Campus,False,False,False,False,True
303,DT398,Human Resource Management,375.0,388.0,Technological University Dublin City Campus,False,False,False,False,True
304,DT399,Economics and Finance,437.0,465.0,Technological University Dublin City Campus,False,False,False,False,True
305,DT401,International Hospitality Management,300.0,337.0,Technological University Dublin City Campus,False,False,False,False,True
306,DT405,Culinary Science,308.0,377.0,Technological University Dublin City Campus,False,False,False,False,True
307,DT407,Culinary Arts,271.0,342.0,Technological University Dublin City Campus,False,False,False,False,True
308,DT412,Tourism Marketing,284.0,322.0,Technological University Dublin City Campus,False,False,False,False,True
309,DT413,Event Management,356.0,389.0,Technological University Dublin City Campus,False,False,False,False,True
310,DT416,Culinary Entrepreneurship,275.0,339.0,Technological University Dublin City Campus,False,False,False,False,True
311,DT420,Nutraceuticals in Health and Nutrition,392.0,432.0,Technological University Dublin City Campus,False,False,False,False,True
312,DT421,Food Innovation,321.0,366.0,Technological University Dublin City Campus,False,False,False,False,True
313,DT422,Pharmaceutical Healthcare,397.0,423.0,Technological University Dublin City Campus,False,False,False,False,True
314,DT491,Environmental Health,343.0,380.0,Technological University Dublin City Campus,False,False,False,False,True
315,DT501,Music,383.0,520.0,Technological University Dublin City Campus,True,False,False,False,True
316,DT504,Film and Broadcasting,443.0,467.0,Technological University Dublin City Campus,False,False,False,False,True
317,DT506,Commercial Modern Music,468.0,835.0,Technological University Dublin City Campus,True,False,False,False,True
318,DT508,Game Design,403.0,454.0,Technological University Dublin City Campus,False,False,False,False,True
319,DT517,Languages and English Studies,326.0,419.0,Technological University Dublin City Campus,False,False,False,False,True
320,DT518,Languages and International Tourism,307.0,357.0,Technological University Dublin City Campus,False,False,False,False,True
321,DT529,Drama (Performance),371.0,519.0,Technological University Dublin City Campus,True,False,False,False,True
322,DT532,Law (LL.B.),422.0,441.0,Technological University Dublin City Campus,False,False,False,False,True
323,DT533,Contemporary Visual Culture,,,Technological University Dublin City Campus,True,False,False,False,True
324,DT544,Interior Design,552.0,866.0,Technological University Dublin City Campus,True,False,False,False,True
325,DT545,Design - Visual Communication,667.0,897.0,Technological University Dublin City Campus,True,False,False,False,True
326,DT546,Fine Art,668.0,813.0,Technological University Dublin City Campus,True,False,False,False,True
327,DT555,International Business and Languages,353.0,399.0,Technological University Dublin City Campus,False,False,False,False,True
328,DT559,Photography,700.0,926.0,Technological University Dublin City Campus,True,False,False,False,True
329,DT571,Social Care,394.0,424.0,Technological University Dublin City Campus,False,False,False,False,True
330,DT572,Early Childhood Education,385.0,403.0,Technological University Dublin City Campus,False,False,False,False,True
331,DT582,Journalism,347.0,373.0,Technological University Dublin City Campus,False,False,False,False,True
332,DT596,Print Media Technology and Management,252.0,311.0,Technological University Dublin City Campus,False,False,False,False,True
333,DT597,Creative and Cultural Industries,280.0,369.0,Technological University Dublin City Campus,False,False,False,False,True
334,DL821,"English, Media and Cultural Studies",211.0,317.0,"Dun Laoghaire Institute of Art, Design and Technology",False,False,False,False,True
335,DL822,Arts Management,209.0,319.0,"Dun Laoghaire Institute of Art, Design and Technology",False,False,False,False,True
336,DL823,Business Studies - Entrepreneurship and Management,260.0,316.0,"Dun Laoghaire Institute of Art, Design and Technology",False,False,False,False,True
337,DL825,Applied Psychology,349.0,413.0,"Dun Laoghaire Institute of Art, Design and Technology",False,False,False,False,True
338,DL826,Visual Communication Design,736.0,989.0,"Dun Laoghaire Institute of Art, Design and Technology",True,False,False,False,True
339,DL827,Art,583.0,902.0,"Dun Laoghaire Institute of Art, Design and Technology",True,False,False,False,True
340,DL828,"3D Design, Modelmaking and Digital Art",691.0,866.0,"Dun Laoghaire Institute of Art, Design and Technology",True,False,False,False,True
341,DL829,Design for Stage and Screen (Costume Design),817.0,1021.0,"Dun Laoghaire Institute of Art, Design and Technology",True,False,False,False,True
342,DL830,Design for Stage and Screen (Makeup Design),879.0,953.0,"Dun Laoghaire Institute of Art, Design and Technology",True,False,False,False,True
343,DL831,Design for Stage and Screen (Production Design),893.0,1073.0,"Dun Laoghaire Institute of Art, Design and Technology",True,False,False,False,True
344,DL832,Animation,855.0,1055.0,"Dun Laoghaire Institute of Art, Design and Technology",True,False,False,False,True
345,DL833,Photography,636.0,791.0,"Dun Laoghaire Institute of Art, Design and Technology",True,False,False,False,True
346,DL834,Film and Television Production,933.0,1011.0,"Dun Laoghaire Institute of Art, Design and Technology",True,False,False,False,True
347,DL835,Creative Media Technologies,237.0,289.0,"Dun Laoghaire Institute of Art, Design and Technology",False,False,False,False,True
348,DL836,Creative Computing,217.0,326.0,"Dun Laoghaire Institute of Art, Design and Technology",False,False,False,False,True
349,DL837,New Media Studies,290.0,349.0,"Dun Laoghaire Institute of Art, Design and Technology",False,False,False,False,True
350,DL838,Creative Music Production,746.0,873.0,"Dun Laoghaire Institute of Art, Design and Technology",True,False,False,False,True
351,GC200,Business Studies (Cork),269.0,359.0,Griffith College,False,False,False,False,True
352,GC201,Accounting and Finance (Cork),251.0,388.0,Griffith College,False,False,False,False,True
353,GC230,Computing Science (Cork),228.0,327.0,Griffith College,False,False,False,False,True
354,GC300,Business Studies (Limerick),251.0,302.0,Griffith College,False,False,False,False,True
355,GC301,Accounting and Finance,307.0,314.0,Griffith College,False,False,False,False,True
356,GC302,"Business Studies - (HRM, Limerick)",269.0,269.0,Griffith College,False,False,False,False,True
357,GC305,International Hospitality Management (Limerick),327.0,327.0,Griffith College,False,False,False,False,True
358,GC400,Business Studies (Dublin),246.0,297.0,Griffith College,False,False,False,False,True
359,GC401,Accounting and Finance (Dublin),181.0,309.0,Griffith College,False,False,False,False,True
360,GC402,"Business Studies (HRM, Dublin)",217.0,290.0,Griffith College,False,False,False,False,True
361,GC403,Law (Dublin),225.0,308.0,Griffith College,False,False,False,False,True
362,GC405,International Hospitality Management (Dublin),254.0,272.0,Griffith College,False,False,False,False,True
363,GC407,"Business Studies (Marketing, Dublin)",246.0,330.0,Griffith College,False,False,False,False,True
364,GC430,Computing Science (Dublin),217.0,269.0,Griffith College,False,False,False,False,True
365,GC450,Journalism and Visual Media (Dublin),227.0,307.0,Griffith College,False,False,False,False,True
366,GC462,Design Communication (Dublin),,,Griffith College,False,False,False,False,True
367,GC489,Interior Architecture (Dublin),267.0,361.0,Griffith College,True,False,False,False,True
368,GC494,Fashion Design (Dublin),,,Griffith College,True,False,False,False,True
369,ID001,Accounting and Finance,229.0,291.0,ICD Business School,False,False,False,False,True
370,ID002,Business Studies,285.0,366.0,ICD Business School,False,False,False,False,True
371,ID003,Business Studies with Chinese,,,ICD Business School,False,False,False,False,True
372,BN101,Business,252.0,289.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
373,BN103,Business and Information Technology,254.0,290.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
374,BN104,Computing (Information Technology),260.0,293.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
375,BN107,Applied Social Studies in Social Care,300.0,328.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
376,BN108,Engineering (Common Entry with Award options),271.0,318.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
377,BN109,Business (Common Entry with Award options),260.0,279.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
378,BN110,International Business,253.0,308.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
379,BN111,Sports Management and Coaching,270.0,298.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
380,BN112,Creative Digital Media,280.0,329.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
381,BN113,Horticulture,289.0,321.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
382,BN114,Accounting and Finance,280.0,332.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
383,BN115,Community and Youth Development,250.0,298.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
384,BN117,Computer Engineering in Mobile Systems,273.0,311.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
385,BN118,Early Childhood Care and Education,290.0,320.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
386,BN119,Digital Marketing,270.0,308.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
387,BN120,Digital Forensics and Cyber Security,281.0,326.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
388,BN121,Mechatronic Engineering,276.0,340.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
389,BN123,"Design,Technology and Innovation",297.0,318.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,True
390,TA022,Creative Digital Media,260.0,318.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
391,TA023,Advertising and Marketing Communications,235.0,299.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
392,TA024,Early Childhood Care and Education,217.0,307.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
393,TA025,Social Care Practice,261.0,297.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
394,TA026,International Hospitality and Tourism Management,208.0,269.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
395,TA027,Botanical Cuisine,236.0,273.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
396,TA028,Digital Marketing Technologies,220.0,313.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
397,TA121,Accounting and Finance,202.0,328.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
398,TA122,Management,218.0,297.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
399,TA123,Marketing Management,207.0,284.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
400,TA125,International Business,229.0,300.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
401,TA221,Electronic Engineering,251.0,321.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
402,TA222,Mechanical Engineering,243.0,302.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
403,TA223,Sustainable Energy Engineering,236.0,305.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
404,TA224,Biomedical Design,218.0,324.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
405,TA225,Automation Engineering,235.0,288.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
406,TA226,Engineering Software,243.0,304.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
407,TA321,Pharmaceutical Science,261.0,298.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
408,TA322,Computing,200.0,294.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
409,TA323,Computing with IT Management,243.0,309.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
410,TA326,DNA and Forensic Analysis,300.0,362.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
411,TA327,Sports Science and Health,341.0,381.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
412,TA328,Computing with Language (French/German/Spanish),218.0,317.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
413,TA329,Computing with Data Analytics,218.0,296.0,Technological University Dublin Tallaght Campus,False,False,False,False,True
414,AD101,First Year Art & Design (Common Entry),,550.0,National College of Art and Design,True,False,True,False,True
415,AD102,Graphic Design and Moving Image Design,,635.0,National College of Art and Design,True,False,True,False,True
416,AD103,Textile & Surface Design and Jewellery & Objects,,545.0,National College of Art and Design,True,False,True,False,True
417,AD202,Education & Design or Fine Art (Second Level Teaching),,580.0,National College of Art and Design,True,False,True,False,True
418,AD204,Fine Art,,600.0,National College of Art and Design,True,False,True,False,True
419,AD211,Fashion Design,,600.0,National College of Art and Design,True,False,True,False,True
420,AD212,Product Design,,600.0,National College of Art and Design,True,False,True,False,True
421,AD215,Visual Culture,300.0,338.0,National College of Art and Design,False,False,False,False,True
422,AD217,Illustration,,625.0,National College of Art and Design,True,False,True,False,True
423,AD222,Interaction Design,,657.0,National College of Art and Design,True,False,True,False,True
424,NC003,Computing (Degree Award options),261.0,316.0,National College of Ireland (NCI),False,False,False,False,True
425,NC005,Human Resource Management,297.0,320.0,National College of Ireland (NCI),False,False,False,False,True
426,NC009,Business,297.0,339.0,National College of Ireland (NCI),False,False,False,False,True
427,NC010,Psychology,366.0,399.0,National College of Ireland (NCI),False,False,False,False,True
428,NC020,Marketing Practice,270.0,307.0,National College of Ireland (NCI),False,False,False,False,True
429,NC022,Accounting and Finance,338.0,376.0,National College of Ireland (NCI),False,False,False,False,True
430,NC023,Technology Management (with specialisations),260.0,303.0,National College of Ireland (NCI),False,False,False,False,True
431,NC025,Data Science,297.0,371.0,National College of Ireland (NCI),False,False,False,False,True
432,RC001,Medicine - Undergraduate Entry (HPAT required),729.0,733.0,Royal College of Surgeons in Ireland,True,False,False,False,True
433,RC004,Physiotherapy,532.0,542.0,Royal College of Surgeons in Ireland,False,True,False,False,True
434,RC005,Pharmacy,555.0,566.0,Royal College of Surgeons in Ireland,False,False,False,False,True
435,RC101,Medicine - Graduate Entry (GAMSAT required),60.0,62.0,Royal College of Surgeons in Ireland,True,False,False,False,True
436,TR002,Music,414.0,473.0,Trinity College Dublin,True,False,False,False,True
437,TR003,History,486.0,518.0,Trinity College Dublin,False,False,False,False,True
438,TR004,Law,532.0,552.0,Trinity College Dublin,False,False,False,False,True
439,TR005,Philosophy,391.0,446.0,Trinity College Dublin,False,False,False,False,True
440,TR006,Psychology,555.0,577.0,Trinity College Dublin,False,True,False,False,True
441,TR007,Clinical Speech and Language Studies,499.0,529.0,Trinity College Dublin,False,False,False,False,True
442,TR009,Music Education,430.0,465.0,Trinity College Dublin,True,False,False,False,True
443,TR012,History and Political Science,532.0,557.0,Trinity College Dublin,False,True,False,False,True
444,TR015,"Philosophy, Political Science, Economics and Sociology",566.0,577.0,Trinity College Dublin,False,False,False,False,True
445,TR016,Deaf Studies,337.0,372.0,Trinity College Dublin,False,False,False,False,True
446,TR017,Law and Business,576.0,589.0,Trinity College Dublin,False,False,False,False,True
447,TR018,Law and French,532.0,554.0,Trinity College Dublin,False,True,False,False,True
448,TR019,Law and German,523.0,555.0,Trinity College Dublin,False,False,False,False,True
449,TR020,Law and Political Science,567.0,600.0,Trinity College Dublin,False,False,False,False,True
450,TR021,"Classics, Ancient History and Archaeology",377.0,495.0,Trinity College Dublin,False,False,False,False,True
451,TR022,Early and Modern Irish,347.0,407.0,Trinity College Dublin,False,False,False,False,True
452,TR023,English Studies,463.0,511.0,Trinity College Dublin,False,False,False,False,True
453,TR024,European Studies,520.0,544.0,Trinity College Dublin,False,False,False,False,True
454,TR025,Drama and Theatre Studies,489.0,531.0,Trinity College Dublin,True,False,False,False,True
455,TR028,Ancient and Medieval History and Culture,339.0,451.0,Trinity College Dublin,False,False,False,False,True
456,TR029,Political Science and Geography,477.0,500.0,Trinity College Dublin,False,False,False,False,True
457,TR031,Mathematics,566.0,589.0,Trinity College Dublin,False,False,False,False,True
458,TR032,Engineering,487.0,520.0,Trinity College Dublin,False,True,False,False,True
459,TR033,Computer Science,465.0,488.0,Trinity College Dublin,False,True,False,False,True
460,TR034,Management Science and Information Systems Studies,589.0,602.0,Trinity College Dublin,False,True,False,False,True
461,TR035,Theoretical Physics,554.0,601.0,Trinity College Dublin,False,False,False,False,True
462,TR038,Engineering with Management,499.0,543.0,Trinity College Dublin,False,False,False,False,True
463,TR039,Computer Science and Language,435.0,498.0,Trinity College Dublin,False,False,False,False,True
464,TR040,Middle Eastern and European Languages and Cultures,485.0,518.0,Trinity College Dublin,False,False,False,False,True
465,TR041,Religion,347.0,393.0,Trinity College Dublin,False,False,False,False,True
466,TR051,Medicine (HPAT required),730.0,739.0,Trinity College Dublin,True,False,False,False,True
467,TR052,Dental Science,590.0,602.0,Trinity College Dublin,False,True,False,False,True
468,TR053,Physiotherapy,533.0,544.0,Trinity College Dublin,False,True,False,False,True
469,TR054,Occupational Therapy,500.0,520.0,Trinity College Dublin,False,False,False,False,True
470,TR055,Radiation Therapy,510.0,521.0,Trinity College Dublin,False,False,False,False,True
471,TR056,Human Health and Disease,543.0,565.0,Trinity College Dublin,False,False,False,False,True
472,TR060,Biological and Biomedical Sciences,510.0,542.0,Trinity College Dublin,False,True,False,False,True
473,TR061,Chemical Sciences,488.0,520.0,Trinity College Dublin,False,True,False,False,True
474,TR062,Geography and Geoscience,435.0,485.0,Trinity College Dublin,False,False,False,False,True
475,TR063,Physical Sciences,498.0,543.0,Trinity College Dublin,False,True,False,False,True
476,TR072,Pharmacy,555.0,577.0,Trinity College Dublin,False,True,False,False,True
477,TR080,Global Business,565.0,577.0,Trinity College Dublin,False,False,False,False,True
478,TR081,"Business, Economic and Social Studies (BESS)",518.0,542.0,Trinity College Dublin,False,True,False,False,True
479,TR082,Computer Science and Business,510.0,542.0,Trinity College Dublin,False,False,False,False,True
480,TR083,Sociology and Social Policy,451.0,474.0,Trinity College Dublin,False,False,False,False,True
481,TR084,Social Studies (Social Work),420.0,462.0,Trinity College Dublin,False,True,False,False,True
482,TR085,Business Studies and French,509.0,553.0,Trinity College Dublin,False,False,False,False,True
483,TR086,Business Studies and German,474.0,495.0,Trinity College Dublin,False,False,False,False,True
484,TR087,Business Studies and Russian,467.0,487.0,Trinity College Dublin,False,False,False,False,True
485,TR089,Business Studies and Polish,393.0,434.0,Trinity College Dublin,False,False,False,False,True
486,TR090,Business Studies and Spanish,510.0,543.0,Trinity College Dublin,False,False,False,False,True
487,TR091,General Nursing (Meath and St James`s),393.0,420.0,Trinity College Dublin,False,True,False,False,True
488,TR093,General Nursing (Adelaide School of Nursing),378.0,409.0,Trinity College Dublin,True,True,False,False,True
489,TR095,Mental Health Nursing,358.0,377.0,Trinity College Dublin,False,False,False,False,True
490,TR097,Intellectual Disability Nursing,346.0,350.0,Trinity College Dublin,False,False,False,False,True
491,TR911,Children`s and General Nursing (Integrated),476.0,487.0,Trinity College Dublin,False,True,False,False,True
492,TR913,Midwifery,423.0,462.0,Trinity College Dublin,False,False,False,False,True
493,DN100,Architecture,473.0,509.0,University College Dublin (NUI),False,False,False,False,True
494,DN120,Landscape Architecture,353.0,403.0,University College Dublin (NUI),False,False,False,False,True
495,DN130,City Planning and Environmental Policy,367.0,421.0,University College Dublin (NUI),False,False,False,False,True
496,DN150,Engineering (Common Entry),511.0,554.0,University College Dublin (NUI),False,False,False,False,True
497,DN200,Science (options),521.0,554.0,University College Dublin (NUI),False,False,False,False,True
498,DN201,Computer Science (Common Entry),488.0,509.0,University College Dublin (NUI),False,False,False,False,True
499,DN230,Actuarial and Financial Studies,577.0,589.0,University College Dublin (NUI),False,False,False,False,True
500,DN250,Agricultural Science (options),420.0,462.0,University College Dublin (NUI),False,False,False,False,True
501,DN252,Dairy Business,398.0,428.0,University College Dublin (NUI),False,False,False,False,True
502,DN253,Agri - Environmental Sciences,403.0,419.0,University College Dublin (NUI),False,False,False,False,True
503,DN261,Food Science,434.0,467.0,University College Dublin (NUI),False,False,False,False,True
504,DN262,Human Nutrition,493.0,510.0,University College Dublin (NUI),False,False,False,False,True
505,DN271,Forestry,303.0,361.0,University College Dublin (NUI),False,False,False,False,True
506,DN272,"Horticulture, Landscape and Sportsturf Management",252.0,312.0,University College Dublin (NUI),False,False,False,False,True
507,DN300,Veterinary Medicine - Undergraduate Entry,567.0,589.0,University College Dublin (NUI),True,False,False,False,True
508,DN301,Veterinary Medicine - Graduate Entry,,,University College Dublin (NUI),True,False,False,False,True
509,DN310,Veterinary Nursing,441.0,487.0,University College Dublin (NUI),False,False,False,False,True
510,DN400,Medicine - Undergraduate Entry (HPAT required),735.0,745.0,University College Dublin (NUI),True,False,False,False,True
511,DN401,Medicine - Graduate Entry (GAMSAT required),59.0,61.0,University College Dublin (NUI),True,True,False,False,True
512,DN410,Radiography,507.0,522.0,University College Dublin (NUI),False,False,False,False,True
513,DN411,Radiography - Graduate Entry,,,University College Dublin (NUI),True,False,False,False,True
514,DN420,Physiotherapy,542.0,555.0,University College Dublin (NUI),False,False,False,False,True
515,DN425,Health and Performance Science,488.0,509.0,University College Dublin (NUI),False,False,False,False,True
516,DN430,Sport and Exercise Management,436.0,455.0,University College Dublin (NUI),False,False,False,False,True
517,DN440,"Biomedical, Health and Life Sciences",565.0,579.0,University College Dublin (NUI),False,True,False,False,True
518,DN450,General Nursing,398.0,420.0,University College Dublin (NUI),False,False,False,False,True
519,DN451,Children`s and General Nursing (Integrated),462.0,499.0,University College Dublin (NUI),False,True,False,False,True
520,DN452,Midwifery,409.0,452.0,University College Dublin (NUI),False,False,False,False,True
521,DN453,Mental Health Nursing,379.0,403.0,University College Dublin (NUI),False,False,False,False,True
522,DN520,Arts (Two Subjects),336.0,408.0,University College Dublin (NUI),False,False,False,False,True
523,DN530,Humanities (options),348.0,411.0,University College Dublin (NUI),False,False,False,False,True
524,DN541,Modern Languages (options),348.0,412.0,University College Dublin (NUI),False,False,False,False,True
525,DN600,Law (options),520.0,532.0,University College Dublin (NUI),False,True,False,False,True
526,DN610,Business and Law,521.0,543.0,University College Dublin (NUI),False,False,False,False,True
527,DN650,Commerce,498.0,510.0,University College Dublin (NUI),False,True,False,False,True
528,DN660,Commerce International (options),507.0,531.0,University College Dublin (NUI),False,False,False,False,True
529,DN670,Economics and Finance,601.0,601.0,University College Dublin (NUI),False,False,False,False,True
530,DN700,Social Sciences (options),388.0,441.0,University College Dublin (NUI),False,False,False,False,True
531,DN710,Economics,476.0,488.0,University College Dublin (NUI),False,False,False,False,True
532,DN720,Psychology,517.0,531.0,University College Dublin (NUI),False,False,False,False,True
533,DN750,Social Policy and Sociology,330.0,366.0,University College Dublin (NUI),False,False,False,False,True
534,DK810,Accounting and Finance,306.0,391.0,Dundalk Institute of Technology,False,False,False,False,True
535,DK816,Business Studies,300.0,357.0,Dundalk Institute of Technology,False,False,False,False,True
536,DK820,Computing in Games Development,307.0,369.0,Dundalk Institute of Technology,False,False,False,False,True
537,DK821,Computing in Software Development,301.0,347.0,Dundalk Institute of Technology,False,False,False,False,True
538,DK830,Building Surveying,302.0,349.0,Dundalk Institute of Technology,False,False,False,False,True
539,DK831,Architectural Technology,301.0,366.0,Dundalk Institute of Technology,False,False,False,False,True
540,DK832,Construction Management,300.0,329.0,Dundalk Institute of Technology,False,False,False,False,True
541,DK843,Engineering (Common Entry),303.0,402.0,Dundalk Institute of Technology,False,False,False,False,True
542,DK860,Music,499.0,649.0,Dundalk Institute of Technology,True,False,False,False,True
543,DK861,Arts,300.0,358.0,Dundalk Institute of Technology,False,False,False,False,True
544,DK862,Social Care,300.0,338.0,Dundalk Institute of Technology,False,False,False,False,True
545,DK863,Creative Media,300.0,376.0,Dundalk Institute of Technology,False,False,False,False,True
546,DK864,Film and Television Production,300.0,332.0,Dundalk Institute of Technology,False,False,False,False,True
547,DK865,Audio and Music Production,301.0,346.0,Dundalk Institute of Technology,False,False,False,False,True
548,DK870,General Nursing,392.0,401.0,Dundalk Institute of Technology,False,False,False,False,True
549,DK872,Intellectual Disability Nursing,300.0,317.0,Dundalk Institute of Technology,False,False,False,False,True
550,DK874,Mental Health Nursing,356.0,378.0,Dundalk Institute of Technology,False,False,False,False,True
551,DK876,Early Childhood Studies,305.0,359.0,Dundalk Institute of Technology,False,False,False,False,True
552,DK877,Midwifery,398.0,441.0,Dundalk Institute of Technology,False,True,False,False,True
553,DK880,Health and Physical Activity,300.0,367.0,Dundalk Institute of Technology,False,False,False,False,True
554,DK882,Agriculture (Award options),303.0,358.0,Dundalk Institute of Technology,False,False,False,False,True
555,DK883,Science (Award options),300.0,369.0,Dundalk Institute of Technology,False,False,False,False,True
556,GA181,Accounting,303.0,378.0,Galway-Mayo Institute of Technology,False,False,False,False,True
557,GA182,Business,290.0,347.0,Galway-Mayo Institute of Technology,False,False,False,False,True
558,GA183,Business Information Systems,309.0,373.0,Galway-Mayo Institute of Technology,False,False,False,False,True
559,GA184,Marketing and Sales,307.0,348.0,Galway-Mayo Institute of Technology,False,False,False,False,True
560,GA185,Finance and Economics,307.0,398.0,Galway-Mayo Institute of Technology,False,False,False,False,True
561,GA186,Business with Entrepreneurship,297.0,328.0,Galway-Mayo Institute of Technology,False,False,False,False,True
562,GA187,Rural Enterprise and Agri-Business (Mountbellew Campus),280.0,367.0,Galway-Mayo Institute of Technology,False,False,False,False,True
563,GA281,Film and Documentary,287.0,360.0,Galway-Mayo Institute of Technology,False,False,False,False,True
564,GA282,Heritage Studies,238.0,308.0,Galway-Mayo Institute of Technology,False,False,False,False,True
565,GA283,Contemporary Art,260.0,340.0,Galway-Mayo Institute of Technology,False,False,False,False,True
566,GA284,Design,309.0,377.0,Galway-Mayo Institute of Technology,False,False,False,False,True
567,GA380,International Hotel Management,225.0,289.0,Galway-Mayo Institute of Technology,False,False,False,False,True
568,GA381,International Tourism Management,261.0,290.0,Galway-Mayo Institute of Technology,False,False,False,False,True
569,GA382,Culinary and Gastronomic Science,225.0,316.0,Galway-Mayo Institute of Technology,False,False,False,False,True
570,GA384,Event Management with Public Relations,209.0,289.0,Galway-Mayo Institute of Technology,False,False,False,False,True
571,GA385,Retail Management,219.0,319.0,Galway-Mayo Institute of Technology,False,False,False,False,True
572,GA480,Construction Management,260.0,312.0,Galway-Mayo Institute of Technology,False,False,False,False,True
573,GA482,Quantity Surveying and Construction Economics,280.0,340.0,Galway-Mayo Institute of Technology,False,False,False,False,True
574,GA483,Architectural Technology,251.0,321.0,Galway-Mayo Institute of Technology,False,False,False,False,True
575,GA484,Civil Engineering,270.0,362.0,Galway-Mayo Institute of Technology,False,False,False,False,True
576,GA580,Software and Electronic Engineering,301.0,351.0,Galway-Mayo Institute of Technology,False,False,False,False,True
577,GA680,Mechanical Engineering,336.0,389.0,Galway-Mayo Institute of Technology,False,False,False,False,True
578,GA681,Energy Engineering,281.0,328.0,Galway-Mayo Institute of Technology,False,False,False,False,True
579,GA682,Biomedical Engineering,331.0,383.0,Galway-Mayo Institute of Technology,False,False,False,False,True
580,GA683,Agricultural Engineering,301.0,365.0,Galway-Mayo Institute of Technology,False,False,False,False,True
581,GA684,Engineering (Common entry to Agri/Biomed/Energy/Mech Eng),346.0,406.0,Galway-Mayo Institute of Technology,False,False,False,False,True
582,GA780,Applied Freshwater and Marine Biology,300.0,360.0,Galway-Mayo Institute of Technology,False,False,False,False,True
583,GA781,Applied Biology and Biopharmaceutical Science,317.0,376.0,Galway-Mayo Institute of Technology,False,False,False,False,True
584,GA782,Chemical and Pharmaceutical Science,307.0,346.0,Galway-Mayo Institute of Technology,False,False,False,False,True
585,GA783,Physics and Instrumentation,373.0,378.0,Galway-Mayo Institute of Technology,False,False,False,False,True
586,GA784,Science (Undenominated),327.0,377.0,Galway-Mayo Institute of Technology,False,False,False,False,True
587,GA785,Medical Science,451.0,486.0,Galway-Mayo Institute of Technology,False,False,False,False,True
588,GA786,Forensic Science and Analysis,300.0,366.0,Galway-Mayo Institute of Technology,False,False,False,False,True
