,Course Code,Course Name 2019,EOS 2019,Mid 2019,Institution,Test 2019,NotAll 2019,Matric 2019,AQA 2019,Level8 2019
878,TL844,Agricultural Engineering,311.0,368.0,"Institute of Technology, Tralee",False,False,False,False,True
879,TL845,Civil Engineering,300.0,364.0,"Institute of Technology, Tralee",False,False,False,False,True
880,TL847,Manufacturing Engineering,,,"Institute of Technology, Tralee",False,False,False,False,True
881,TL848,Agricultural Science,331.0,362.0,"Institute of Technology, Tralee",False,False,False,False,True
882,TL851,Wildlife Biology (Degree Award options),310.0,362.0,"Institute of Technology, Tralee",False,False,False,False,True
883,TL855,Pharmaceutical Science (Degree Award options),342.0,386.0,"Institute of Technology, Tralee",False,False,False,False,True
884,TL858,Veterinary Bioscience,326.0,369.0,"Institute of Technology, Tralee",False,False,False,False,True
885,TL871,Health and Leisure (Degree Award options),303.0,346.0,"Institute of Technology, Tralee",False,False,False,False,True
886,TL872,Health and Leisure with Massage,288.0,357.0,"Institute of Technology, Tralee",False,False,False,False,True
887,TL873,Coaching and Sports Performance,282.0,336.0,"Institute of Technology, Tralee",False,False,False,False,True
888,TL880,Early Childhood Care and Education,307.0,347.0,"Institute of Technology, Tralee",False,False,False,False,True
889,TL881,Social Care,308.0,356.0,"Institute of Technology, Tralee",False,False,False,False,True
890,TL889,Counselling with Addiction - Mature applicants only,,,"Institute of Technology, Tralee",True,False,False,False,True
891,TL890,General Nursing and Mature Applicants,407.0,431.0,"Institute of Technology, Tralee",False,False,False,False,True
892,TL891,Mental Health Nursing and Mature Applicants,367.0,379.0,"Institute of Technology, Tralee",False,True,False,False,True
893,WD001,Applied Computing (options),279.0,358.0,Waterford Institute of Technology,False,False,False,False,True
894,WD002,Science (options),302.0,377.0,Waterford Institute of Technology,False,False,False,False,True
895,WD005,Health Sciences (options),288.0,347.0,Waterford Institute of Technology,False,False,False,False,True
896,WD006,Exercise Sciences (options),282.0,337.0,Waterford Institute of Technology,False,False,False,False,True
897,WD007,Engineering (options),287.0,382.0,Waterford Institute of Technology,False,False,False,False,True
898,WD025,Construction Management and Engineering,269.0,327.0,Waterford Institute of Technology,False,False,False,False,True
899,WD027,Music,290.0,317.0,Waterford Institute of Technology,True,False,False,False,True
900,WD048,Business (options),278.0,357.0,Waterford Institute of Technology,False,False,False,False,True
901,WD084,Accounting,307.0,403.0,Waterford Institute of Technology,False,False,False,False,True
902,WD091,Hospitality Management,210.0,281.0,Waterford Institute of Technology,False,False,False,False,True
903,WD116,General Nursing,413.0,430.0,Waterford Institute of Technology,False,False,False,False,True
904,WD117,Psychiatric Nursing,361.0,382.0,Waterford Institute of Technology,False,False,False,False,True
905,WD120,Intellectual Disability Nursing,338.0,359.0,Waterford Institute of Technology,False,False,False,False,True
906,WD134,International Business,289.0,350.0,Waterford Institute of Technology,False,False,False,False,True
907,WD137,Design (Visual Communications),253.0,373.0,Waterford Institute of Technology,False,False,False,False,True
908,WD140,Laws,290.0,352.0,Waterford Institute of Technology,False,False,False,False,True
909,WD144,Architecture,283.0,385.0,Waterford Institute of Technology,False,False,False,False,True
910,WD147,Pharmaceutical Science,298.0,363.0,Waterford Institute of Technology,False,False,False,False,True
911,WD148,Tourism Marketing,269.0,338.0,Waterford Institute of Technology,False,False,False,False,True
912,WD149,Early Childhood Studies,288.0,336.0,Waterford Institute of Technology,False,False,False,False,True
913,WD150,Criminal Justice Studies,271.0,311.0,Waterford Institute of Technology,False,False,False,False,True
914,WD152,Visual Art,253.0,323.0,Waterford Institute of Technology,False,False,False,False,True
915,WD161,Computer Forensics and Security,262.0,401.0,Waterford Institute of Technology,False,False,False,False,True
916,WD162,Quantity Surveying,260.0,320.0,Waterford Institute of Technology,False,False,False,False,True
917,WD163,Psychology,390.0,429.0,Waterford Institute of Technology,False,False,False,False,True
918,WD186,Sports Coaching and Performance,276.0,327.0,Waterford Institute of Technology,False,False,False,False,True
919,WD187,Social Science,271.0,321.0,Waterford Institute of Technology,False,False,False,False,True
920,WD191,Agricultural Science,378.0,421.0,Waterford Institute of Technology,False,False,False,False,True
921,WD192,Social Care Practice,279.0,323.0,Waterford Institute of Technology,False,False,False,False,True
922,WD193,Marketing and Digital Media,290.0,358.0,Waterford Institute of Technology,False,False,False,False,True
923,WD194,Culinary Arts,235.0,331.0,Waterford Institute of Technology,False,False,False,False,True
924,WD195,Architectural and Building Information Modelling Technology,266.0,305.0,Waterford Institute of Technology,False,False,False,False,True
925,WD200,Arts (options),221.0,296.0,Waterford Institute of Technology,False,False,False,False,True
926,WD210,Software Systems Development,271.0,329.0,Waterford Institute of Technology,False,False,False,False,True
927,WD211,Creative Computing,275.0,322.0,Waterford Institute of Technology,False,False,False,False,True
928,WD212,Recreation and Sport Management,274.0,311.0,Waterford Institute of Technology,False,False,False,False,True
929,WD230,Mechanical and Manufacturing Engineering,273.0,348.0,Waterford Institute of Technology,False,False,False,False,True
930,AL600,Software Design,205.0,306.0,Athlone Institute of Technology,False,False,False,False,False
931,AL601,Computer Engineering,196.0,272.0,Athlone Institute of Technology,False,False,False,False,False
932,AL602,Mechanical Engineering,258.0,424.0,Athlone Institute of Technology,False,False,False,False,False
933,AL604,Civil Engineering,252.0,360.0,Athlone Institute of Technology,False,False,False,False,False
934,AL630,Pharmacy Technician,306.0,366.0,Athlone Institute of Technology,False,False,False,False,False
935,AL631,Dental Nursing,326.0,379.0,Athlone Institute of Technology,False,False,False,False,False
936,AL632,Applied Science,243.0,372.0,Athlone Institute of Technology,False,False,False,False,False
937,AL650,Business,210.0,317.0,Athlone Institute of Technology,False,False,False,False,False
938,AL651,Music and Instrument Technology,,296.0,Athlone Institute of Technology,False,False,False,True,False
939,AL660,Culinary Arts,,216.0,Athlone Institute of Technology,False,False,False,True,False
940,AL661,Bar Supervision,,216.0,Athlone Institute of Technology,False,False,False,True,False
941,AL663,Business (Sport and Recreation),,270.0,Athlone Institute of Technology,False,False,False,True,False
942,AL701,ICT Engineering: Computer Eng/Network Mgmnt/Electronic Comms,235.0,310.0,Athlone Institute of Technology,False,False,False,False,False
943,AL704,Computer Engineering,205.0,307.0,Athlone Institute of Technology,False,False,False,False,False
944,AL705,Software Design with Mobile Apps and Connected Devices,206.0,321.0,Athlone Institute of Technology,False,False,False,False,False
945,AL710,Mechanical Engineering,242.0,337.0,Athlone Institute of Technology,False,False,False,False,False
946,AL711,Mechanical Engineering and Renewable Energy,231.0,310.0,Athlone Institute of Technology,False,False,False,False,False
947,AL712,Mechatronics,269.0,364.0,Athlone Institute of Technology,False,False,False,False,False
948,AL713,Engineering (Common Entry to Mechanical/Renewable/Mechatronic Eng,245.0,371.0,Athlone Institute of Technology,False,False,False,False,False
949,AL721,Civil Engineering,217.0,368.0,Athlone Institute of Technology,False,False,False,False,False
950,AL730,Biotechnology,232.0,382.0,Athlone Institute of Technology,False,False,False,False,False
951,AL731,Veterinary Nursing,393.0,451.0,Athlone Institute of Technology,False,False,False,False,False
952,AL734,Pharmaceutical Sciences (Drug Development and Analysis),225.0,389.0,Athlone Institute of Technology,False,False,False,False,False
953,AL740,Exercise and Health Science,241.0,348.0,Athlone Institute of Technology,False,False,False,False,False
954,AL751,Digital Marketing,226.0,336.0,Athlone Institute of Technology,False,False,False,False,False
955,AL752,Business,232.0,387.0,Athlone Institute of Technology,False,False,False,False,False
956,AL761,Hotel and Leisure Management,200.0,304.0,Athlone Institute of Technology,False,False,False,False,False
957,AL763,Graphic Design (portfolio),626.0,820.0,Athlone Institute of Technology,True,False,False,False,False
958,AL764,Early Years Care and Education,270.0,387.0,Athlone Institute of Technology,False,False,False,False,False
959,AL765,Applied Social Studies in Social Care,281.0,346.0,Athlone Institute of Technology,False,False,False,False,False
960,CW006,Business (Wexford),153.0,270.0,"Institute of Technology, Carlow",False,False,False,False,False
961,CW017,Applied Social Studies - Professional Social Care (Wexford),224.0,289.0,"Institute of Technology, Carlow",False,False,False,False,False
962,CW027,Sustainable Farm Management and Agribusiness (Wexford),226.0,302.0,"Institute of Technology, Carlow",False,False,False,False,False
963,CW037,"Business (options, Wexford)",349.0,387.0,"Institute of Technology, Carlow",False,False,False,False,False
964,CW047,Visual Communications and Design (Wexford),198.0,311.0,"Institute of Technology, Carlow",False,False,False,False,False
965,CW057,"Art (portfolio, Wexford)",700.0,700.0,"Institute of Technology, Carlow",True,False,False,False,False
966,CW077,Tourism and Event Management (Wexford),204.0,259.0,"Institute of Technology, Carlow",False,False,False,False,False
967,CW106,Physiology and Health Science,454.0,499.0,"Institute of Technology, Carlow",False,False,False,False,False
968,CW107,Analytical Science,215.0,316.0,"Institute of Technology, Carlow",False,False,False,False,False
969,CW116,Pharmacy Technician Studies,241.0,351.0,"Institute of Technology, Carlow",False,False,False,False,False
970,CW117,Biosciences,205.0,351.0,"Institute of Technology, Carlow",False,False,False,False,False
971,CW126,Science - Applied Biology or Applied Chemistry,198.0,380.0,"Institute of Technology, Carlow",False,False,False,False,False
972,CW206,Computing - Applications or Programming,206.0,337.0,"Institute of Technology, Carlow",False,False,False,False,False
973,CW207,Software Development,235.0,300.0,"Institute of Technology, Carlow",False,False,False,False,False
974,CW217,Information Technology Management,234.0,311.0,"Institute of Technology, Carlow",False,False,False,False,False
975,CW227,Cybercrime and IT Security,233.0,317.0,"Institute of Technology, Carlow",False,False,False,False,False
976,CW237,Computing in Interactive Digital Art and Design,216.0,321.0,"Institute of Technology, Carlow",False,False,False,False,False
977,CW407,Architectural Technology,186.0,298.0,"Institute of Technology, Carlow",False,False,False,False,False
978,CW417,Construction Management with Building Services,215.0,311.0,"Institute of Technology, Carlow",False,False,False,False,False
979,CW427,Civil Engineering,201.0,298.0,"Institute of Technology, Carlow",False,False,False,False,False
980,CW507,Aircraft Systems,285.0,358.0,"Institute of Technology, Carlow",False,False,False,False,False
981,CW517,Mechanical Engineering,252.0,336.0,"Institute of Technology, Carlow",False,False,False,False,False
982,CW527,Electronic Engineering,225.0,338.0,"Institute of Technology, Carlow",False,False,False,False,False
983,CW547,TV and Media Production,306.0,370.0,"Institute of Technology, Carlow",False,False,False,False,False
984,CW706,Legal Studies,196.0,331.0,"Institute of Technology, Carlow",False,False,False,False,False
985,CW707,Industrial Design,199.0,313.0,"Institute of Technology, Carlow",False,False,False,False,False
986,CW717,Applied Social Studies - Professional Social Care,260.0,308.0,"Institute of Technology, Carlow",False,False,False,False,False
987,CW807,Sport Coaching and Business Management - GAA (portfolio),700.0,700.0,"Institute of Technology, Carlow",True,False,False,False,False
988,CW817,Sport Coaching and Business Management - Rugby (portfolio),700.0,700.0,"Institute of Technology, Carlow",True,False,False,False,False
989,CW827,Sport Coaching and Business Management - Soccer (portfolio),700.0,700.0,"Institute of Technology, Carlow",True,False,False,False,False
990,CW837,Digital Marketing with Analytics,240.0,308.0,"Institute of Technology, Carlow",False,False,False,False,False
991,CW906,Business,173.0,288.0,"Institute of Technology, Carlow",False,False,False,False,False
992,CW917,Business (options),200.0,317.0,"Institute of Technology, Carlow",False,False,False,False,False
993,CW926,Business with Law,204.0,368.0,"Institute of Technology, Carlow",False,False,False,False,False
994,CW927,Business Administration,205.0,367.0,"Institute of Technology, Carlow",False,False,False,False,False
995,CW936,Accounting,204.0,414.0,"Institute of Technology, Carlow",False,False,False,False,False
996,PC402,Arts and Humanities,126.0,328.0,"Carlow College, St. Patrick`s",False,False,False,False,False
997,PC404,Applied Social Studies - Professional Social Care,,245.0,"Carlow College, St. Patrick`s",False,False,False,True,False
998,CR001,Applied Physics and Instrumentation,258.0,488.0,Cork Institute of Technology,False,False,False,False,False
999,CR006,Applied Biosciences,380.0,467.0,Cork Institute of Technology,False,False,False,False,False
1000,CR007,Analytical and Pharmaceutical Chemistry,246.0,455.0,Cork Institute of Technology,False,False,False,False,False
1001,CR010,Agriculture (Year 1 - 4 days in Clonakilty Agri College & 1 day in CIT),270.0,368.0,Cork Institute of Technology,False,False,False,False,False
1002,CR016,Software Development,270.0,393.0,Cork Institute of Technology,False,False,False,False,False
1003,CR021,Business (Common Entry),250.0,397.0,Cork Institute of Technology,False,False,False,False,False
1004,CR022,Business Administration,206.0,262.0,Cork Institute of Technology,False,False,False,False,False
1005,CR031,Social Care,326.0,389.0,Cork Institute of Technology,False,False,False,False,False
1006,CR032,Recreation and Leisure Management,250.0,349.0,Cork Institute of Technology,False,False,False,False,False
1007,CR035,Community Development,162.0,271.0,Cork Institute of Technology,False,False,False,False,False
1008,CR041,Tourism Management,180.0,318.0,Cork Institute of Technology,False,False,False,False,False
1009,CR042,Hospitality Management,101.0,307.0,Cork Institute of Technology,False,False,False,False,False
1010,CR046,Automotive Technology and Management,214.0,263.0,Cork Institute of Technology,False,False,False,False,False
1011,CR051,Civil Engineering,244.0,403.0,Cork Institute of Technology,False,False,False,False,False
1012,CR052,Construction,232.0,311.0,Cork Institute of Technology,False,False,False,False,False
1013,CR053,Interior Architecture,253.0,367.0,Cork Institute of Technology,False,False,False,False,False
1014,CR055,Environmental Engineering,255.0,424.0,Cork Institute of Technology,False,False,False,False,False
1015,CR061,Electronic Engineering,308.0,520.0,Cork Institute of Technology,False,False,False,False,False
1016,CR062,Electrical Engineering,279.0,356.0,Cork Institute of Technology,False,False,False,False,False
1017,CR071,Mechanical Engineering,250.0,410.0,Cork Institute of Technology,False,False,False,False,False
1018,CR075,Biomedical Engineering,350.0,490.0,Cork Institute of Technology,False,False,False,False,False
1019,CR090,Architectural Technology,251.0,419.0,Cork Institute of Technology,False,False,False,False,False
1020,CR094,Nautical Science at National Maritime College of Ireland,237.0,377.0,Cork Institute of Technology,False,False,False,False,False
1021,CR095,Marine Engineering at National Maritime College of Ireland,224.0,339.0,Cork Institute of Technology,False,False,False,False,False
1022,CR300,Physical Sciences (Common Entry),270.0,509.0,Cork Institute of Technology,False,False,False,False,False
1023,CR620,Early Childhood Education and Care,337.0,419.0,Cork Institute of Technology,False,False,False,False,False
1024,CR640,Culinary Arts,125.0,309.0,Cork Institute of Technology,False,False,False,False,False
1025,CR650,Beverage Industry Management,182.0,300.0,Cork Institute of Technology,False,False,False,False,False
1026,CR655,Culinary Studies,116.0,281.0,Cork Institute of Technology,False,False,False,False,False
1027,CR657,Hospitality Studies,162.0,236.0,Cork Institute of Technology,False,False,False,False,False
1028,CR805,Marine Electrotechnology at National Maritime College of Ireland,217.0,328.0,Cork Institute of Technology,False,False,False,False,False
1029,CR888,Information Technology,271.0,356.0,Cork Institute of Technology,False,False,False,False,False
1030,CT110,Computing in Information Technology,171.0,413.0,CCT College Dublin,False,False,False,False,False
1031,CT116,Information Technology,178.0,365.0,CCT College Dublin,False,False,False,False,False
1032,CT316,Business,180.0,269.0,CCT College Dublin,False,False,False,False,False
1033,DS602,Computing and Multimedia,225.0,233.0,Dorset College,False,False,False,False,False
1034,DS603,Computing and Multimedia,341.0,370.0,Dorset College,False,False,False,False,False
1035,DS701,Business,,,Dorset College,False,False,False,True,False
1036,DS702,Computing and Multimedia,102.0,365.0,Dorset College,False,False,False,False,False
1037,DB513,Business,117.0,280.0,Dublin Business School,False,False,False,False,False
1038,DB522,Business in Accounting,112.0,454.0,Dublin Business School,False,False,False,False,False
1039,DB528,Applied Social Care,,307.0,Dublin Business School,False,False,False,True,False
1040,DB533,Business in Marketing,112.0,223.0,Dublin Business School,False,False,False,False,False
1041,DB534,Sound Engineering and Music Production,179.0,309.0,Dublin Business School,False,False,False,False,False
1042,DB563,Arts,128.0,318.0,Dublin Business School,False,False,False,False,False
1043,DB571,Business Studies,134.0,371.0,Dublin Business School,False,False,False,False,False
1044,DB572,Business in Accounting,,403.0,Dublin Business School,False,False,False,True,False
1045,DB573,Business in Marketing,127.0,291.0,Dublin Business School,False,False,False,False,False
1046,DB574,Business in Information Technology,,367.0,Dublin Business School,False,False,False,True,False
1047,DB575,Social Studies,120.0,346.0,Dublin Business School,False,False,False,False,False
1048,DB576,Film and Media,100.0,318.0,Dublin Business School,False,False,False,False,False
1049,DB580,Legal Studies,108.0,318.0,Dublin Business School,False,False,False,False,False
1050,DB581,Legal and Business Studies,156.0,391.0,Dublin Business School,False,False,False,False,False
1051,DB582,Legal Studies,108.0,290.0,Dublin Business School,False,False,False,False,False
1052,DB583,Legal and Business Studies,190.0,431.0,Dublin Business School,False,False,False,False,False
1053,DT002,Engineering Reliability Management,234.0,357.0,Technological University Dublin City Campus,False,False,False,False,False
1054,DT003,Automation Engineering,270.0,335.0,Technological University Dublin City Campus,False,False,False,False,False
1055,DT004,Civil Engineering,243.0,322.0,Technological University Dublin City Campus,False,False,False,False,False
1056,DT005,Building Engineering,260.0,317.0,Technological University Dublin City Campus,False,False,False,False,False
1057,DT006,Mechanical Engineering,301.0,393.0,Technological University Dublin City Campus,False,False,False,False,False
1058,DT007,Automotive Management and Technology,240.0,313.0,Technological University Dublin City Campus,False,False,False,False,False
1059,DT008,Electronics and Communications Engineering,241.0,367.0,Technological University Dublin City Campus,False,False,False,False,False
1060,DT009,Electrical and Control Engineering,241.0,318.0,Technological University Dublin City Campus,False,False,False,False,False
1061,DT010,Electrical Services Engineering,243.0,290.0,Technological University Dublin City Campus,False,False,False,False,False
1062,DT011,Aviation Technology,346.0,397.0,Technological University Dublin City Campus,False,False,False,False,False
1063,DT080,Networking Technologies,241.0,336.0,Technological University Dublin City Campus,False,False,False,False,False
1064,DT097,Engineering (General Entry),370.0,466.0,Technological University Dublin City Campus,False,False,False,False,False
1065,DT104,"Auctioneering, Valuation and Estate Agency",290.0,367.0,Technological University Dublin City Campus,False,False,False,False,False
1066,DT169,Timber Product Technology,244.0,356.0,Technological University Dublin City Campus,False,False,False,False,False
1067,DT212,Science (General Entry),380.0,497.0,Technological University Dublin City Campus,False,False,False,False,False
1068,DT219,Ophthalmic Dispensing,302.0,441.0,Technological University Dublin City Campus,False,False,False,False,False
1069,DT259,Biosciences,400.0,487.0,Technological University Dublin City Campus,False,False,False,False,False
1070,DT260,Industrial and Environmental Physics,260.0,476.0,Technological University Dublin City Campus,False,False,False,False,False
1071,DT261,Medicinal Chemistry and Pharmaceutical Sciences,388.0,489.0,Technological University Dublin City Campus,False,False,False,False,False
1072,DT303,Marketing,320.0,412.0,Technological University Dublin City Campus,False,False,False,False,False
1073,DT315,Business Studies,320.0,431.0,Technological University Dublin City Campus,False,False,False,False,False
1074,DT324,Business Management,325.0,433.0,Technological University Dublin City Campus,False,False,False,False,False
1075,DT360,Retail Management and Marketing,290.0,326.0,Technological University Dublin City Campus,False,False,False,False,False
1076,DT404,Food Management and Entrepreneurship,268.0,376.0,Technological University Dublin City Campus,False,False,False,False,False
1077,DT406,Tourism Management,260.0,357.0,Technological University Dublin City Campus,False,False,False,False,False
1078,DT408,Hospitality Management,250.0,357.0,Technological University Dublin City Campus,False,False,False,False,False
1079,DT411,Leisure Management,250.0,317.0,Technological University Dublin City Campus,False,False,False,False,False
1080,DT418,Baking and Pastry Arts Management,240.0,398.0,Technological University Dublin City Campus,False,False,False,False,False
1081,DT424,Food Science and Management,270.0,393.0,Technological University Dublin City Campus,False,False,False,False,False
1082,DT425,Pharmacy Technician Studies,336.0,398.0,Technological University Dublin City Campus,False,False,False,False,False
1083,DT426,Bar and Restaurant Management,241.0,320.0,Technological University Dublin City Campus,False,False,False,False,False
1084,DT432,Culinary Arts (Professional Cookery Practice),242.0,382.0,Technological University Dublin City Campus,False,False,False,False,False
1085,DT598,Visual Merchandising and Display,463.0,873.0,Technological University Dublin City Campus,True,False,False,False,False
1086,DL701,Business - Applied Entrepreneurship,154.0,299.0,"Dun Laoghaire Institute of Art, Design and Technology",False,False,False,False,False
1087,GC265,Journalism (Cork),,,Griffith College,False,False,False,False,False
1088,GC306,International Hospitality Management (Limerick),,,Griffith College,False,False,False,False,False
1089,GC335,Computing (Limerick),213.0,260.0,Griffith College,False,False,False,False,False
1090,GC406,International Hospitality Management (Dublin),189.0,217.0,Griffith College,False,False,False,False,False
1091,GC410,Marketing (Dublin),204.0,357.0,Griffith College,False,False,False,False,False
1092,GC411,Business (Dublin),,349.0,Griffith College,False,False,False,True,False
1093,GC416,Business (Dublin),142.0,190.0,Griffith College,False,False,False,False,False
1094,GC425,Legal Studies (Dublin),,,Griffith College,False,False,False,False,False
1095,GC435,Computing (Dublin),101.0,269.0,Griffith College,False,False,False,False,False
1096,GC460,Music Production for Games (Dublin),,,Griffith College,False,False,False,False,False
1097,GC465,Journalism (Dublin),144.0,367.0,Griffith College,False,False,False,False,False
1098,GC466,Film and TV Production (Dublin),100.0,308.0,Griffith College,False,False,False,False,False
1099,GC470,Photographic Media (Dublin),117.0,279.0,Griffith College,False,False,False,False,False
1100,GC475,Photography (Dublin),128.0,289.0,Griffith College,False,False,False,False,False
1101,GC490,Interior Design (Dublin),127.0,309.0,Griffith College,False,False,False,False,False
1102,GC495,Fashion (Dublin),136.0,338.0,Griffith College,False,False,False,False,False
1103,BN001,Computer Engineering,180.0,327.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1104,BN002,Computing (Information Technology),182.0,290.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1105,BN003,Business,180.0,251.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1106,BN009,Mechatronic Engineering,191.0,268.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1107,BN010,Business and Information Technology,183.0,280.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1108,BN011,Applied Social Studies in Social Care,270.0,357.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1109,BN012,Computer Engineering,180.0,305.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1110,BN013,Computing (Information Technology),108.0,252.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1111,BN014,Business,182.0,337.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1112,BN015,Engineering (Common Entry with Award options),126.0,255.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1113,BN016,Business (Common Entry with Award options),138.0,258.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1114,BN017,International Business,180.0,360.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1115,BN020,Sports Management and Coaching,232.0,297.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1116,BN021,Creative Digital Media,180.0,320.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1117,BN022,Horticulture,187.0,341.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1118,BN023,Accounting and Finance,241.0,398.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1119,BN025,Community and Youth Development,152.0,254.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1120,BN030,Early Childhood Care and Education,231.0,371.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1121,BN034,Digital Forensics and Cyber Security,198.0,281.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1122,BN040,Digital Marketing,180.0,299.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1123,BN049,"Design,Technology and Innovation",203.0,339.0,Technological University Dublin Blanchardstown Campus,False,False,False,False,False
1124,TA006,Culinary Arts (Level 6),133.0,241.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1125,TA014,Advertising and Marketing Communications,288.0,676.0,Technological University Dublin Tallaght Campus,True,False,False,False,False
1126,TA015,International Hospitality and Tourism Management,140.0,223.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1127,TA016,Culinary Arts (Level 7),190.0,262.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1128,TA106,Business (Common entry),179.0,254.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1129,TA111,Accounting and Finance,185.0,308.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1130,TA113,Management,171.0,269.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1131,TA114,Marketing,171.0,260.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1132,TA116,International Business,184.0,317.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1133,TA117,Digital Marketing,180.0,269.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1134,TA201,Electronic Engineering,215.0,244.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1135,TA203,Mechanical Engineering,187.0,268.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1136,TA213,Mechanical Engineering,186.0,297.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1137,TA215,Sustainable Energy and Environmental Engineering,196.0,309.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1138,TA216,Electronic Engineering,201.0,280.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1139,TA218,Biomedical Design,208.0,340.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1140,TA219,Engineering Software,233.0,300.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1141,TA301,Applied Biology,204.0,338.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1142,TA302,Computing,180.0,235.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1143,TA311,Bioanalysis,200.0,261.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1144,TA312,Computing,204.0,300.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1145,TA313,Information Technology Management,198.0,291.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1146,TA314,Pharmaceutical Science,250.0,327.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1147,TA315,DNA and Forensic Analysis,280.0,369.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1148,TA316,Sports Science and Health,331.0,399.0,Technological University Dublin Tallaght Campus,False,False,False,False,False
1149,NC102,Computing in Applications and Support,220.0,307.0,National College of Ireland (NCI),False,False,False,False,False
1150,NC103,Business,251.0,308.0,National College of Ireland (NCI),False,False,False,False,False
1151,NC104,Business Computing,233.0,320.0,National College of Ireland (NCI),False,False,False,False,False
1152,NC105,Data Science,297.0,466.0,National College of Ireland (NCI),False,False,False,False,False
1153,NM701,Montessori Education,143.0,357.0,St Nicholas Montessori College Ireland,False,False,False,False,False
1154,TR801,Dental Nursing,379.0,430.0,Trinity College Dublin,False,True,False,False,False
1155,TR802,Dental Hygiene,520.0,531.0,Trinity College Dublin,True,False,False,False,False
1156,TR803,Dental Technology,367.0,477.0,Trinity College Dublin,True,False,False,False,False
1157,DK710,Business and Management,,346.0,Dundalk Institute of Technology,False,False,False,True,False
1158,DK711,Business and Technology,131.0,337.0,Dundalk Institute of Technology,False,False,False,False,False
1159,DK712,Digital Marketing and Public Relations,147.0,328.0,Dundalk Institute of Technology,False,False,False,False,False
1160,DK721,Computing,120.0,295.0,Dundalk Institute of Technology,False,False,False,False,False
1161,DK730,Building Surveying,,293.0,Dundalk Institute of Technology,False,False,False,True,False
1162,DK731,Architectural Technology,184.0,340.0,Dundalk Institute of Technology,False,False,False,False,False
1163,DK732,Construction Management,138.0,280.0,Dundalk Institute of Technology,False,False,False,False,False
1164,DK740,Engineering - Electrical and Electronic Systems,176.0,273.0,Dundalk Institute of Technology,False,False,False,False,False
1165,DK742,Engineering - Mechanical Engineering,120.0,325.0,Dundalk Institute of Technology,False,False,False,False,False
1166,DK744,Engineering - Civil Engineering,183.0,345.0,Dundalk Institute of Technology,False,False,False,False,False
1167,DK750,Hospitality Management,194.0,308.0,Dundalk Institute of Technology,False,False,False,False,False
1168,DK752,Event Management,,326.0,Dundalk Institute of Technology,False,False,False,True,False
1169,DK753,Culinary Arts,165.0,281.0,Dundalk Institute of Technology,False,False,False,False,False
1170,DK763,"Sport, Exercise and Enterprise",200.0,326.0,Dundalk Institute of Technology,False,False,False,False,False
1171,DK767,Community Youth Work,280.0,360.0,Dundalk Institute of Technology,True,False,False,False,False
1172,DK768,Audio and Music Production,290.0,424.0,Dundalk Institute of Technology,False,False,False,False,False
